ID_KAIROS	Productos_Clave	Productos_Descripcion	Presentaciones_Descripcion	ClavePresentacion	Concentracion	UnidadConcentracion	Especificacion	ViaAdministracion	Medio	CantidadEnvase	Dosis	CantidadUnidad	Laboratorios_Clave	Abreviatura	Laboratorios_Descripcion
7672	9848	DUCETEN CAPSULAS	30mg Caps. x 30	1	30	mg			Caps.	30	0	0	112	DRUGTECH	Ver RECALCINE
7673	9848	DUCETEN CAPSULAS	60mg Caps. x 30	2	60	mg			Caps.	30	0	0	112	DRUGTECH	Ver RECALCINE
7674	9849	COLON OK BALANCE	625mg Comp. Rec. x 30	1	625	mg			Comp.	30	0	0	220	GARDEN HOUSE	Laboratorios Garden House Chile S.A.
7675	9850	EMOLAN PROTECTOR SOLAR SPF 50+	Env. x 125ml c/Tapa press.	1	0				Env.	0	0	125	203	K2 HEALTH & WEL	K2 Health & Wellness - Ver RECALCINE
7676	9851	TENSIVEL	50mg Comp. Rec. x 30	1	50	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7677	9852	BOOSTRIX	Jer. Prell. x 0.5ml	1	0				Jer.	0	0	0,5	25	GLAXOSMITHKLINE	GlaxoSmithKline
7678	9853	EVAFEM 20	Blst. Comp. Rec. x 28 (24 Ros+4 Plac)	1	0				Comp.	28	0	0	30	GRÜNENTHAL	Grünenthal Chilena Ltda.
7679	9854	SENSIDOU PACK	Pack Mousse + Antiestría	1	0					0	0	0	30	GRÜNENTHAL	Grünenthal Chilena Ltda.
7680	9856	PROPOLIS ICE	Fco. x 5ml	1	0				Fco.	0	0	5	37	KNOP	Knop Laboratorios Ltda.
7681	9858	SEBOCLEAN	Botella x 250ml	1	0					0	0	250	152	DISPOLAB	Dispolab Farmacéutica S.A.
7682	9859	DUBLINA	100mg Comp. x 30	1	100	mg			Comp.	30	0	0	58	PHARMA INVESTI	Pharma Investi de Chile S.A.
7683	9860	PRIVEX	8% Tópico Sol. Laca p/Uñas x 3.3ml	1	8	%		Tópico	Laca	0	0	3,3	62	BAGO	Laboratorios Bagó S.A.
7684	9861	NASAKID	0.9% Nasal Fco. Sol. c/Nebuliz. x 30ml	1	0,9	%		Nasal	Sol.	0	0	30	18	CHILE LAB.	Laboratorios Chile S.A.
7685	9862	ARTREN SUSPENSION	1.8mg /ml Oral Fco. Susp. x 120ml +Pipeta dosx5ml	1	1,8	mg		Oral	Susp.	0	0	120	50	MERCK	Merck S.A.
7686	9863	HASSAPIRIN CAF	Est. Comp. x 40	1	0				Comp.	40	0	0	98	MINTLAB	Mintlab Co.S.A.
7687	9864	GEA ASTAXANTINA	134mg Fco. Caps. x 60	1	134	mg			Caps.	60	0	0	98	MINTLAB	Mintlab Co.S.A.
7688	9865	ZAVIANA FS	12.5mg Comp. x 30	1	12,5	mg			Comp.	30	0	0	112	DRUGTECH	Ver RECALCINE
7689	9865	ZAVIANA FS	6.25mg Comp. x 30	2	6,25	mg			Comp.	30	0	0	112	DRUGTECH	Ver RECALCINE
7690	9866	ANDEAN'S WINE CREMA DIA-NOCHE	Pack Env. x 50g	1	0				Env.	0	0	50	203	K2 HEALTH & WEL	K2 Health & Wellness - Ver RECALCINE
7691	9867	EMOLAN FOTOPROTECTOR MINERAL FPS 50	Env. x 50g	1	0				Env.	0	0	50	203	K2 HEALTH & WEL	K2 Health & Wellness - Ver RECALCINE
7692	9868	EMOLAN GEL PROTECTOR SOLAR SPF 30	Env. x 125ml	1	0				Env.	0	0	125	203	K2 HEALTH & WEL	K2 Health & Wellness - Ver RECALCINE
7693	9869	EMOLAN PROTECTOR SOLAR BEBE SPF 50+	Pack Env. x 50g	1	0				Env.	0	0	50	203	K2 HEALTH & WEL	K2 Health & Wellness - Ver RECALCINE
7694	9870	EMOLAN PROTECTOR SOLAR BEBE FPS 50	Env. x 50g	1	0				Env.	0	0	50	203	K2 HEALTH & WEL	K2 Health & Wellness - Ver RECALCINE
7695	9871	PLENAIR	10mg Mast. Comp. x 30	3	10	mg		Mast.	Comp.	30	0	0	58	PHARMA INVESTI	Pharma Investi de Chile S.A.
7696	9871	PLENAIR	4mg Mast. Comp. x 30	1	4	mg		Mast.	Comp.	30	0	0	58	PHARMA INVESTI	Pharma Investi de Chile S.A.
7697	9871	PLENAIR	5mg Mast. Comp. x 30	2	5	mg		Mast.	Comp.	30	0	0	58	PHARMA INVESTI	Pharma Investi de Chile S.A.
7698	9872	ULCRATEX HP TRITERAPIA	Env. x 14 Dosis	1	0				Env.	0	14	0	64	RECALCINE	Laboratorios Recalcine S.A.
7699	9873	CEFIN	Env. x 240ml	1	0				Env.	0	0	240	62	BAGO	Laboratorios Bagó S.A.
7700	9874	HIBOR	2500UI Jer. Prell. x 2	1	2500	UI			Jer.	2	0	0	62	BAGO	Laboratorios Bagó S.A.
7701	9874	HIBOR	3500UI Jer. Prell. x 2	2	3500	UI			Jer.	2	0	0	62	BAGO	Laboratorios Bagó S.A.
7702	9875	NASTIGRIP	Comp. x 10	1	0				Comp.	10	0	0	62	BAGO	Laboratorios Bagó S.A.
7703	9876	ACIFIN	Comp. x 8	1	0				Comp.	8	0	0	98	MINTLAB	Mintlab Co.S.A.
7704	9877	AEROCAMARA MINTLAB	Aerocámara x 1	1	0					1	0	0	98	MINTLAB	Mintlab Co.S.A.
7705	9878	BIXON	Caps. x 30	1	0				Caps.	30	0	0	98	MINTLAB	Mintlab Co.S.A.
7706	9879	CAPTOPRIL	25mg Comp. x 30	1	25	mg			Comp.	30	0	0	98	MINTLAB	Mintlab Co.S.A.
7707	9880	DICLOFENACO	75mg Iny. Amp. x 5	1	75	mg		Iny.	Amp.	5	0	0	98	MINTLAB	Mintlab Co.S.A.
7708	9881	MINOVOR	150mg Caps. x 1	1	150	mg			Caps.	1	0	0	98	MINTLAB	Mintlab Co.S.A.
7709	9881	MINOVOR	150mg Caps. x 2	2	150	mg			Caps.	2	0	0	98	MINTLAB	Mintlab Co.S.A.
7710	9881	MINOVOR	150mg Caps. x 24	3	150	mg			Caps.	24	0	0	98	MINTLAB	Mintlab Co.S.A.
7711	9882	MINTALUB	Derm. Crema x 35g	1	0			Derm.	Crema	0	0	35	98	MINTLAB	Mintlab Co.S.A.
7712	9882	MINTALUB	Derm. Crema x 95g	2	0			Derm.	Crema	0	0	95	98	MINTLAB	Mintlab Co.S.A.
7713	9883	NIFEDIPINO	10mg Comp. x 30	1	10	mg			Comp.	30	0	0	98	MINTLAB	Mintlab Co.S.A.
7714	9884	ESANTEST	Cassette x 1	1	0					1	0	0	211	FARMAC. ESAN	Farmacéutica Esan Ltda.
7715	9884	ESANTEST	Pencil Plus x 1	2	0					1	0	0	211	FARMAC. ESAN	Farmacéutica Esan Ltda.
7716	9885	A1CNOW+	Kit desechable p/10 determinac	1	0				Kit	0	0	0	8	BAYER	Bayer S.A.
7717	9886	SIMCOR	10mg Comp. Rec. x 30	1	10	mg			Comp.	30	0	0	83	CHEMOPHARMA	Ver SANITAS
7718	9887	GESIDOL ADULTO	500mg Comp. x 24	1	500	mg			Comp.	24	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7719	9888	JALRA	50mg Caja Comp. Rec. x 28	1	50	mg			Comp.	28	0	0	50	MERCK	Merck S.A.
7720	9889	JALRA M	50 /500mg Caja Comp. Rec. x 28	1	50				Comp.	28	0	0	50	MERCK	Merck S.A.
7721	9889	JALRA M	50 /850mg Caja Comp. Rec. x 28	2	50				Comp.	28	0	0	50	MERCK	Merck S.A.
7722	9890	ISDIN FOTOPROTECTOR ISDIN FUSION FLUID	50+ Fco. x 50ml	1	0				Fco.	0	0	50	171	ISDIN	Isdin Chile Ltda.
7723	9891	CYCLOBIOL	Comp. Rec. x 30	1	0				Comp.	30	0	0	82	SILESIA	Laboratorios Silesia S.A.
7724	9892	CICLOMEX-20 CD	Porta Blst. Comp. x 28	1	0				Comp.	28	0	0	123	GYNOPHARM	Ver RECALCINE
7725	9893	CICLOMEX CD	Porta Blst. Comp. Rec. x 28	1	0				Comp.	28	0	0	123	GYNOPHARM	Ver RECALCINE
7726	9894	EMOLAN GEL HIGIENE INTIMA	Env. x 200ml	1	0				Env.	0	0	200	203	K2 HEALTH & WEL	K2 Health & Wellness - Ver RECALCINE
7727	9895	CAPRIMIDA D CITRATO	Comp. Rec. x 30	1	0				Comp.	30	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
7728	9896	IVERX	Oral Fco. Got. Sol. x 5ml	1	0			Oral	Sol.	0	0	5	91	VOLTA	Laboratorio Volta Ltda.
7729	9897	SOPHIXIN DX OFTENO	Oft. Fco. Got. Sol. x 5ml	1	0			Oft.	Sol.	0	0	5	91	VOLTA	Laboratorio Volta Ltda.
7730	9898	VALERIX	Blst. Calendario Comp. x 30	1	0				Comp.	30	0	0	82	SILESIA	Laboratorios Silesia S.A.
7731	9899	GENTALYN COLAGENO	280mg /130mg Esponja 10 x 10 x 0.5cm	1	280	mg				10	0	0,5	56	PASTEUR	Laboratorios Pasteur Ltda.
7732	9899	GENTALYN COLAGENO	70mg /32.5mg Esponja 5 x 5 x 0.5cm	2	70	mg				5	0	0,5	56	PASTEUR	Laboratorios Pasteur Ltda.
7733	9899	GENTALYN COLAGENO	Esponja 10 x 10 x 0.5cm	3	0					10	0	0,5	56	PASTEUR	Laboratorios Pasteur Ltda.
7734	9899	GENTALYN COLAGENO	Esponja 5 x 5 x 0.5cm	4	0					5	0	0,5	56	PASTEUR	Laboratorios Pasteur Ltda.
7735	9900	POENCAINA	0.5% Env. x 10ml	1	0,5	%			Env.	0	0	10	167	POEN	Laboratorio Poen
7736	9901	NEORESOTYL	150mg Comp. x 30	2	150	mg			Comp.	30	0	0	112	DRUGTECH	Ver RECALCINE
7737	9901	NEORESOTYL	50mg Comp. x 30	1	50	mg			Comp.	30	0	0	112	DRUGTECH	Ver RECALCINE
7738	9902	CICLIDON 20 CD	(21 Activos + 7 Placebos) Comp. Rec. x 28	1	0				Comp.	28	0	0	123	GYNOPHARM	Ver RECALCINE
7739	9903	RECAXIN DUO	Comp. Rec. x 1 + Comp.Rec x 30	1	0				Comp.	1	0	0	123	GYNOPHARM	Ver RECALCINE
7740	9904	ANALGEX GOTAS	100mg Sol. x 20ml	1	100	mg			Sol.	0	0	20	64	RECALCINE	Laboratorios Recalcine S.A.
7741	9905	FLUIDOX FORTE	70mg /5ml Fco. Jbe. Ambar x 100ml	1	70	mg			Jbe.	0	0	100	64	RECALCINE	Laboratorios Recalcine S.A.
7742	9906	RIGINAL	100mg Comp. x 20	2	100	mg			Comp.	20	0	0	158	ROYAL PHARMA	Royal Pharma (Línea de Alpes Chemie S.A.)
7743	9906	RIGINAL	50mg Comp. x 30	1	50	mg			Comp.	30	0	0	158	ROYAL PHARMA	Royal Pharma (Línea de Alpes Chemie S.A.)
7744	9907	NABILA	10mg Comp. x 28	3	10	mg			Comp.	28	0	0	88	TECNOFARMA	Tecnofarma S.A.
7745	9907	NABILA	2.5mg Comp. x 28	1	2,5	mg			Comp.	28	0	0	88	TECNOFARMA	Tecnofarma S.A.
7746	9907	NABILA	5mg Comp. x 28	2	5	mg			Comp.	28	0	0	88	TECNOFARMA	Tecnofarma S.A.
7747	9908	PARMITAL	0.25mg Comp. x 30	1	0,25	mg			Comp.	30	0	0	88	TECNOFARMA	Tecnofarma S.A.
7748	9908	PARMITAL	1mg Comp. x 30	2	1	mg			Comp.	30	0	0	88	TECNOFARMA	Tecnofarma S.A.
7749	9911	ENERDAY 6 HORAS DECAF	Env. x 2 x 60ml	2	0				Env.	2	0	60	64	RECALCINE	Laboratorios Recalcine S.A.
7750	9911	ENERDAY 6 HORAS DECAF	Env. x 60ml	1	0				Env.	0	0	60	64	RECALCINE	Laboratorios Recalcine S.A.
7751	9911	ENERDAY 6 HORAS DECAF	Env. x 60ml Caja Segurid.x1	3	0				Env.	0	0	60	64	RECALCINE	Laboratorios Recalcine S.A.
7752	9911	ENERDAY 6 HORAS DECAF	Env. x 60ml Caja Segurid.x2	4	0				Env.	0	0	60	64	RECALCINE	Laboratorios Recalcine S.A.
7753	9912	ENERDAY 6 HORAS EXTRA FUERTE	Env. x 2 x 60ml	2	0				Env.	2	0	60	64	RECALCINE	Laboratorios Recalcine S.A.
7754	9912	ENERDAY 6 HORAS EXTRA FUERTE	Env. x 60ml	1	0				Env.	0	0	60	64	RECALCINE	Laboratorios Recalcine S.A.
7755	9912	ENERDAY 6 HORAS EXTRA FUERTE	Env. x 60ml Caja Segurid.x1	3	0				Env.	0	0	60	64	RECALCINE	Laboratorios Recalcine S.A.
7756	9912	ENERDAY 6 HORAS EXTRA FUERTE	Env. x 60ml Caja Segurid.x2	4	0				Env.	0	0	60	64	RECALCINE	Laboratorios Recalcine S.A.
7757	9914	LEVITRA ODT	10mg Comp. Disp.Bucal x 2	1	10	mg			Comp.	2	0	0	8	BAYER	Bayer S.A.
7758	9915	LUCIARA	Tubo Crema x 200ml	1	0				Crema	0	0	200	8	BAYER	Bayer S.A.
7759	9916	QLAIRA	Caja Comp. x 28	1	0				Comp.	28	0	0	8	BAYER	Bayer S.A.
7760	9917	FLANAX / FLANAX FORTE	275mg Comp. x 10	1	275	mg			Comp.	10	0	0	8	BAYER	Bayer S.A.
7761	9917	FLANAX / FLANAX FORTE	Forte 550mg Comp. x 10	2	550	mg	Forte		Comp.	10	0	0	8	BAYER	Bayer S.A.
7762	9918	ALGIASOL	400mg Comp. Rec. x 20	1	400	mg			Comp.	20	0	0	198	INTERPHARMA	Interpharma S.A.
7763	9919	FLEMILAR	Fco. Jbe. x 120ml	1	0				Jbe.	0	0	120	198	INTERPHARMA	Interpharma S.A.
7764	9921	PIESAN	Fco. Plást Polvo Dispensad. x 100g Mentolado	2	0				Polvo	0	0	100	198	INTERPHARMA	Interpharma S.A.
7765	9921	PIESAN	Pomo Crema x 20g	1	0				Crema	0	0	20	198	INTERPHARMA	Interpharma S.A.
7766	9923	CONDROSULF DUO FORTE	Caja Sobres x 30	1	0				Sobres	30	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
7767	9925	OLTAN	20mg Comp. x 30	1	20	mg			Comp.	30	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
7768	9925	OLTAN	40mg Comp. x 30	2	40	mg			Comp.	30	0	0	39	ITF - LABOMED	ITF - Labomed Farmacéutica Ltda.
7769	9928	FINALGEN	1mg Comp. x 30	1	1	mg			Comp.	30	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
7770	9957	MICARDIS AMLO	40 /5mg Comp. x 28	1	40				Comp.	28	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
7771	9957	MICARDIS AMLO	80 /10mg Comp. x 28	3	80				Comp.	28	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
7772	9957	MICARDIS AMLO	80 /5mg Comp. x 28	2	80				Comp.	28	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
7773	9959	SIFROL ER	0.37mg Comp. x 30	1	0,37	mg			Comp.	30	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
7774	9959	SIFROL ER	0.75mg Comp. x 30	2	0,75	mg			Comp.	30	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
7775	9959	SIFROL ER	1.5mg Comp. x 30	3	1,5	mg			Comp.	30	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
7776	9964	ADOLEX PLUS	Comp. x 10	1	0				Comp.	10	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7777	9965	D'NENITOS	Pomo Crema x 70g	1	0				Crema	0	0	70	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7778	9966	DIRTOP MASTICABLE	Comp. x 4	1	0				Comp.	4	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7779	9968	FLUTOX JARABE	4mg /5ml Jbe. x 100ml	1	4	mg			Jbe.	0	0	100	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7780	9969	FLUTOX FORTE	8mg /5ml Jbe. x 100ml	1	8	mg			Jbe.	0	0	100	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7781	9970	FULTAT	Comp. Rec. x 10	1	0				Comp.	10	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7782	9972	LUMDOL	Comp. Rec. x 20	1	0				Comp.	20	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7783	9973	MENTOFLAM POMO	Pomo x 60g	1	0				Pomo	0	0	60	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7784	9974	MI VIT-C	100mg Comp. x 100 Multisabor	1	100	mg			Comp.	100	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7785	9974	MI VIT-C	500mg Comp. x 30 Multisabor	2	500	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7786	9974	MI VIT-C	500mg Comp. x 30 Naranja	3	500	mg			Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7787	9974	MI VIT-C	Efer. 1000mg Comp. x 10	4	1000	mg	Efer.		Comp.	10	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7788	9975	NULACID	Blst. x 52 Comp. x 8	2	0				Comp.	8	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7789	9975	NULACID	Comp. x 24 Menta	1	0				Comp.	24	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7790	9976	OSVICAL CALCIO-D	320 /125mg Caps. x 30	1	320				Caps.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7791	9976	OSVICAL CALCIO-D	500 /400mg Mast. Comp. x 30	4	500			Mast.	Comp.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7792	9976	OSVICAL CALCIO-D	500 /400mg Mast. Comp. x 60	5	500			Mast.	Comp.	60	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7793	9976	OSVICAL CALCIO-D	Forte 450 /175mg Caps. x 30	2	450		Forte		Caps.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7794	9976	OSVICAL CALCIO-D	Forte 450 /175mg Caps. x 60	3	450		Forte		Caps.	60	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7795	9977	PAZBRONQ	Ad. 30mg /5ml Jbe. x 100ml	1	30	mg	Ad.		Jbe.	0	0	100	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7796	9977	PAZBRONQ	Inf. 15mg /5ml Jbe. x 100ml	2	15	mg	Inf.		Jbe.	0	0	100	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7797	9978	PHARMALATUM UNGÜENTO TOPICO	Lata x 18g	1	0				Lata	0	0	18	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7798	9978	PHARMALATUM UNGÜENTO TOPICO	Pote x 30g	2	0				Pote	0	0	30	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7799	9979	SENS GEL INTIMO	Gel x 25g	1	0				Gel	0	0	25	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7800	9980	QUASSIA SHAMPOO	Env. x 125ml	1	0				Env.	0	0	125	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7801	9981	ULPRAZOL	Gran. Caps. c/Rec.Ent. x 15	1	0				Caps.	15	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7802	9981	ULPRAZOL	Gran. Caps. c/Rec.Ent. x 30	2	0				Caps.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7803	9982	VISIVER	Oft. Sol. x 15ml	1	0			Oft.	Sol.	0	0	15	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7804	9983	VITABRAL	Caps. Blandas x 30	1	0				Caps.	30	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7805	9983	VITABRAL	Caps. Blandas x 60	2	0				Caps.	60	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7806	9984	ZALEDOR XR	LP 100mg Comp. Rec. x 10	2	100	mg	LP		Comp.	10	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7807	9984	ZALEDOR XR	LP 50mg Comp. Rec. x 20	1	50	mg	LP		Comp.	20	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
7808	9985	EXFORGE D	10 /160/12.5mg Comp. x 28	2	10				Comp.	28	0	0	131	NOVARTIS	Lab. Novartis Chile S.A.
7809	9985	EXFORGE D	10 /320/25mg Comp. x 28	4	10				Comp.	28	0	0	131	NOVARTIS	Lab. Novartis Chile S.A.
7810	9985	EXFORGE D	5 /160/12.5mg Comp. x 28	1	5				Comp.	28	0	0	131	NOVARTIS	Lab. Novartis Chile S.A.
7811	9986	ONBRIZE	150mcg Caps. x 30	1	150	mcg			Caps.	30	0	0	131	NOVARTIS	Lab. Novartis Chile S.A.
7812	9986	ONBRIZE	300mcg Caps. x 30	2	300	mcg			Caps.	30	0	0	131	NOVARTIS	Lab. Novartis Chile S.A.
7813	9987	FOCUS	Comp. x 20	1	0				Comp.	20	0	0	8	BAYER	Bayer S.A.
7814	9988	EYE FIRMING CREAM CKL	Fco. x 15g	1	0				Fco.	0	0	15	152	DISPOLAB	Dispolab Farmacéutica S.A.
7815	9989	RUBORIL 50+ EXPERT	Env. x 30ml	1	0				Env.	0	0	30	152	DISPOLAB	Dispolab Farmacéutica S.A.
7816	9990	RUBORIL EXPERT S	Env. x 30ml	1	0				Env.	0	0	30	152	DISPOLAB	Dispolab Farmacéutica S.A.
7817	9991	SKIN FIRMING CREAM CKL	Fco. x 50g	1	0				Fco.	0	0	50	152	DISPOLAB	Dispolab Farmacéutica S.A.
7818	9992	SKIN MASK CKL	Fco. x 50g	1	0				Fco.	0	0	50	152	DISPOLAB	Dispolab Farmacéutica S.A.
7819	9993	SKIN MOISTURIZER CKL	Fco. x 50g	1	0				Fco.	0	0	50	152	DISPOLAB	Dispolab Farmacéutica S.A.
7820	9994	UVEBLOCK 50+ FLUIDO INVISIBLE	Env. x 40ml	1	0				Env.	0	0	40	152	DISPOLAB	Dispolab Farmacéutica S.A.
7821	9995	UVEBLOCK 50+ FLUIDO CON TINTE LIGHT	Env. x 40ml	1	0				Env.	0	0	40	152	DISPOLAB	Dispolab Farmacéutica S.A.
7822	9996	UVEBLOCK CLEAN DERM SPF30	Env. x 40ml	1	0				Env.	0	0	40	152	DISPOLAB	Dispolab Farmacéutica S.A.
7823	9997	SANILENT	3mg Comp. Rec. x 30	1	3	mg			Comp.	30	0	0	76	SANITAS	Instituto Sanitas S.A.
7824	9998	DHA SENIOR	Fco. Caps. x 30	1	0				Caps.	30	0	0	37	KNOP	Knop Laboratorios Ltda.
7825	9999	ELONTRIL XL	150mg Comp. x 30	1	150	mg			Comp.	30	0	0	28	ETEX	Ver GLAXOSMITHKLINE
7826	9999	ELONTRIL XL	300mg Comp. x 30	2	300	mg			Comp.	30	0	0	28	ETEX	Ver GLAXOSMITHKLINE
7827	10000	PICLOKARE	75mg Comp. x 28	1	75	mg			Comp.	28	0	0	28	ETEX	Ver GLAXOSMITHKLINE
7828	10001	DUODART	0.5mg /0.4mg Caps. x 30	1	0,5	mg			Caps.	30	0	0	25	GLAXOSMITHKLINE	GlaxoSmithKline
7829	10002	VOTRIENT	200mg Comp. x 30	1	200	mg			Comp.	30	0	0	25	GLAXOSMITHKLINE	GlaxoSmithKline
7830	10002	VOTRIENT	400mg Comp. x 30	2	400	mg			Comp.	30	0	0	25	GLAXOSMITHKLINE	GlaxoSmithKline
7831	10003	BRONTEC	35mg /5ml Fco. x 120ml	1	35	mg			Fco.	0	0	120	98	MINTLAB	Mintlab Co.S.A.
7832	10004	GEA MEN	Caps. Blandas x 60	1	0				Caps.	60	0	0	98	MINTLAB	Mintlab Co.S.A.
7833	10005	GEA WOMAN	Caps. Blandas x 60	1	0				Caps.	60	0	0	98	MINTLAB	Mintlab Co.S.A.
7834	10006	GEA STUDENTS	Caps. Blandas x 60	1	0				Caps.	60	0	0	98	MINTLAB	Mintlab Co.S.A.
7835	10007	GEA SENIORS	Caps. Blandas x 60	1	0				Caps.	60	0	0	98	MINTLAB	Mintlab Co.S.A.
7836	10008	ASMAVENT SF	100mcg Bucal Inhalador x 200 Dosis	1	100	mcg		Bucal		0	200	0	98	MINTLAB	Mintlab Co.S.A.
7837	10012	BELDENT	7.5% Bucal Gel	1	7,5	%		Bucal	Gel	0	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
7838	10013	HYFLEX FAST	15mg Comp. x 10	1	15	mg			Comp.	10	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
7839	10013	HYFLEX FAST	7.5mg Comp. x 10	2	7,5	mg			Comp.	10	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
7840	10014	SUCRALOSA	Dspl. x 25 Comp. x 300	2	0				Comp.	300	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
7841	10014	SUCRALOSA	Dspl. x 25 Comp. x 500	3	0				Comp.	500	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
7842	10014	SUCRALOSA	Dspl. x 50 Comp. x 150	4	0				Comp.	150	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
7843	10014	SUCRALOSA	Fco. x 180ml	5	0				Fco.	0	0	180	18	CHILE LAB.	Laboratorios Chile S.A.
7844	10014	SUCRALOSA	Fco. x 250ml	1	0				Fco.	0	0	250	18	CHILE LAB.	Laboratorios Chile S.A.
7845	10023	DEGRALER FORTE JARABE	5mg /5ml Jbe. x 100ml	1	5	mg			Jbe.	0	0	100	62	BAGO	Laboratorios Bagó S.A.
7846	10024	PHB FLOSSER PTFE	Caja x 30u	1	0				Caja	0	0	30	116	DENTAID	Laboratorios Dentaid S.A.
7847	10026	SAYANA	104mg /0.65ml Iny. Susp.	1	104	mg		Iny.	Susp.	0	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
7848	10027	CARIAMYL LOCION	Derm. Loc. x 120ml	1	0			Derm.	Loc.	0	0	120	60	PRATER	Laboratorio Prater S.A.
7849	10030	VITAMINA C	100mg Comp. x 100	1	100	mg			Comp.	100	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
7850	10033	MATRUELLE	Caps. Blandas x 30	1	0				Caps.	30	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
7851	10036	PRENAMIN NATAL	Fco. x 2 Caps. x 30 + Comp. x 30	1	0				Caps.	30	0	0	123	GYNOPHARM	Ver RECALCINE
7852	10037	ENTEREX DIABETIC	Lata x 237ml Vainilla	1	0				Lata	0	0	237	4	ANDROMACO	Laboratorios Andrómaco S.A.
7853	10037	ENTEREX DIABETIC	Pack Lata x 6 x 237ml Chocolate	3	0				Lata	6	0	237	4	ANDROMACO	Laboratorios Andrómaco S.A.
7854	10037	ENTEREX DIABETIC	Pack Lata x 6 x 237ml Frutilla	4	0				Lata	6	0	237	4	ANDROMACO	Laboratorios Andrómaco S.A.
7855	10037	ENTEREX DIABETIC	Pack Lata x 6 x 237ml Vainilla	2	0				Lata	6	0	237	4	ANDROMACO	Laboratorios Andrómaco S.A.
7856	10038	ENTEREX ESPESANTE	Lata x 227g	1	0				Lata	0	0	227	4	ANDROMACO	Laboratorios Andrómaco S.A.
7857	10038	ENTEREX ESPESANTE	Sachet x 4.5g	2	0				Sachet	0	0	4,5	4	ANDROMACO	Laboratorios Andrómaco S.A.
