DESCRIPTIONID_VTM;VTM;CuentaDeVMP;Acumulado;GRUPO VTM
7174811000999112;PREPARADO CON DIMENHIDRINATO;2;2572;GRUPO 26
10797101000999116;PREPARADO CON DIMERCAPROL Y BENZOATO DE BENCILO;1;2573;GRUPO 26
10363971000999116;PREPARADO CON DIMETIL SULFOXIDO;3;2576;GRUPO 26
10608221000999110;PREPARADO CON DIMETILPOLISILOXANO;3;2579;GRUPO 26
6999631000999110;PREPARADO CON DINITRATO DE ISOSORBIDA;5;2584;GRUPO 26
10915431000999118;PREPARADO CON DINOPROSTONA;1;2585;GRUPO 26
7140311000999112;PREPARADO CON DIOSMINA;4;2589;GRUPO 26
7163191000999119;PREPARADO CON DIOSMINA Y HESPERIDINA;1;2590;GRUPO 26
6999571000999114;PREPARADO CON DIPIRIDAMOL;3;2593;GRUPO 26
10274801000999118;PREPARADO CON DISOPROXILO DE TENOFOVIR;1;2594;GRUPO 26
10417841000999118;PREPARADO CON DISULFIRAM;2;2596;GRUPO 26
10338651000999118;PREPARADO CON DIVALPROATO SODICO;7;2603;GRUPO 26
7163271000999114;PREPARADO CON DOBESILATO CALCICO;2;2605;GRUPO 27
6966941000999118;PREPARADO CON DOBUTAMINA;1;2606;GRUPO 27
6966871000999115;PREPARADO CON DOCETAXEL;2;2608;GRUPO 27
10465611000999114;PREPARADO CON DOCUSATO DE SODIO;2;2610;GRUPO 27
7026681000999115;PREPARADO CON DOLASETRON;2;2612;GRUPO 27
6999451000999118;PREPARADO CON DOMPERIDONA;5;2617;GRUPO 27
10416961000999112;PREPARADO CON DOMPERIDONA Y BROMAZEPAN;1;2618;GRUPO 27
10416031000999115;PREPARADO CON DOMPERIDONA Y RANITIDINA;2;2620;GRUPO 27
10419711000999117;PREPARADO CON DOMPERIDONA Y SIMETICONA;4;2624;GRUPO 27
10312071000999111;PREPARADO CON DONEPECILO;3;2627;GRUPO 27
8277191000999114;PREPARADO CON DONEPEZILO;2;2629;GRUPO 27
6999661000999119;PREPARADO CON DOPAMINA;3;2632;GRUPO 27
11030381000999110;PREPARADO CON DORIPENEM;1;2633;GRUPO 27
8281181000999111;PREPARADO CON DORZOLAMIDA;1;2634;GRUPO 27
10556151000999111;PREPARADO CON DORZOLAMIDA Y TIMOLOL;1;2635;GRUPO 27
8278331000999113;PREPARADO CON DOXAZOSINA;3;2638;GRUPO 27
10994981000999111;PREPARADO CON DOXEPINA;1;2639;GRUPO 27
8283731000999112;PREPARADO CON DOXICICLINA;6;2645;GRUPO 27
11095651000999111;PREPARADO CON DOXILAMINA Y PIRIDOXINA;1;2646;GRUPO 27
10344721000999114;PREPARADO CON DOXORUBICINA;2;2648;GRUPO 27
6999711000999112;PREPARADO CON DOXORUBICINA LIPOSOMAL;1;2649;GRUPO 27
6999751000999113;PREPARADO CON DROPERIDOL;1;2650;GRUPO 27
10456401000999110;PREPARADO CON DROSPIRENONA Y ESTRADIOL;1;2651;GRUPO 27
10453521000999113;PREPARADO CON DROSPIRENONA Y ETINILESTRADIOL;3;2654;GRUPO 27
7196781000999110;PREPARADO CON DROTAVERINA;1;2655;GRUPO 27
6939001000999118;PREPARADO CON DROTRECOGINA ALFA;2;2657;GRUPO 27
10321991000999112;PREPARADO CON DULOXETINA;2;2659;GRUPO 27
7210081000999113;PREPARADO CON DUTASTERIDA;1;2660;GRUPO 27
12433241000999111;PREPARADO CON DUTASTERIDA Y TAMSULOSINA;1;2661;GRUPO 27
7196641000999110;PREPARADO CON EBASTINA;1;2662;GRUPO 27
10287241000999118;PREPARADO CON ECHINACEA;1;2663;GRUPO 27
8280131000999117;PREPARADO CON ECONAZOL;9;2672;GRUPO 27
6999781000999118;PREPARADO CON EFALIZUMAB;1;2673;GRUPO 27
6999821000999111;PREPARADO CON EFEDRINA;1;2674;GRUPO 27
10611501000999111;PREPARADO CON EFEDRINA Y FENAZONA;2;2676;GRUPO 27
11028171000999114;PREPARADO CON EFLORNITINA;1;2677;GRUPO 27
12988621000999119;PREPARADO CON ELASTINA Y ALOE VERA;1;2678;GRUPO 27
10468671000999112;PREPARADO CON ELEUTEROCOCO;1;2679;GRUPO 27
10450991000999111;PREPARADO CON EMTRICITABINA;1;2680;GRUPO 27
10477941000999118;PREPARADO CON EMTRICITABINA Y TENOFOVIR DISOPROXIL FUMARATO;1;2681;GRUPO 27
6938901000999112;PREPARADO CON ENALAPRIL;18;2699;GRUPO 27
10315551000999117;PREPARADO CON ENALAPRIL E HIDROCLOROTIAZIDA;2;2701;GRUPO 28
10723821000999116;PREPARADO CON ENALAPRIL Y FELODIPINA;1;2702;GRUPO 28
12709341000999115;PREPARADO CON ENALAPRIL Y SIMVASTATINA;1;2703;GRUPO 28
10312261000999112;PREPARADO CON ENALAPRILATO;1;2704;GRUPO 28
11216821000999116;PREPARADO CON ENFLURANO;1;2705;GRUPO 28
8235061000999113;PREPARADO CON ENFUVIRTIDA;1;2706;GRUPO 28
10440181000999113;PREPARADO CON ENOXACINA;1;2707;GRUPO 28
8283331000999113;PREPARADO CON ENOXAPARINA;1;2708;GRUPO 28
10325381000999110;PREPARADO CON ENOXAPARINA SODICA;7;2715;GRUPO 28
10418521000999113;PREPARADO CON ENTACAPONA;1;2716;GRUPO 28
10316961000999115;PREPARADO CON ENTECAVIR;3;2719;GRUPO 28
10326751000999112;PREPARADO CON EPINASTINA;3;2722;GRUPO 28
6938351000999112;PREPARADO CON EPINEFRINA;3;2725;GRUPO 28
6965861000999117;PREPARADO CON EPIRRUBICINA;3;2728;GRUPO 28
10442691000999117;PREPARADO CON EPLERENONA;2;2730;GRUPO 28
10286191000999116;PREPARADO CON EPOMEDIOL;1;2731;GRUPO 28
10601991000999112;PREPARADO CON EPTACOG ALFA ACTIVADO;4;2735;GRUPO 28
6887621000999113;PREPARADO CON EPTIFIBATIDA;2;2737;GRUPO 28
7169391000999119;PREPARADO CON EQUISETUM;1;2738;GRUPO 28
10281551000999114;PREPARADO CON ERDOSTEINA;2;2740;GRUPO 28
7158161000999113;PREPARADO CON ERGOCALCIFEROL;5;2745;GRUPO 28
11002931000999117;PREPARADO CON ERGOCALCIFEROL Y ACIDO BORICO;1;2746;GRUPO 28
7158181000999116;PREPARADO CON ERGOCALCIFEROL Y CALCIO;3;2749;GRUPO 28
10385061000999110;PREPARADO CON ERGOCALCIFEROL Y RETINOL;4;2753;GRUPO 28
10641981000999117;PREPARADO CON ERGOCALCIFEROL, ACETOMENAFTONA Y RETINOL;1;2754;GRUPO 28
6887761000999111;PREPARADO CON ERGOMETRINA;2;2756;GRUPO 28
13020581000999112;PREPARADO CON ERGOTAMINA IBUPROFENO Y CAFEINA;1;2757;GRUPO 28
7151461000999111;PREPARADO CON ERGOTAMINA Y CLONIXINA;1;2758;GRUPO 28
10449911000999110;PREPARADO CON ERGOTAMINA Y CLONIXINATO DE LISINA;1;2759;GRUPO 28
7151541000999113;PREPARADO CON ERGOTAMINA Y METAMIZOL SODICO;2;2761;GRUPO 28
6887961000999114;PREPARADO CON ERITROMICINA;22;2783;GRUPO 28
11166011000999117;PREPARADO CON ERITROMICINA Y ACIDO SALICILICO;2;2785;GRUPO 28
12975781000999114;PREPARADO CON ERITROMICINA Y COLISTIMETATO SODICO;1;2786;GRUPO 28
11026301000999119;PREPARADO CON ERITROMICINA Y PEROXIDO DE BENZOILO;4;2790;GRUPO 28
6888151000999114;PREPARADO CON ERITROPOYETINA;7;2797;GRUPO 28
10447681000999117;PREPARADO CON ERLOTINIB;3;2800;GRUPO 28
6888171000999117;PREPARADO CON ERTAPENEM;1;2801;GRUPO 29
7151101000999117;PREPARADO CON ESCINA;3;2804;GRUPO 29
7151121000999114;PREPARADO CON ESCINA Y HESPERIDINA;2;2806;GRUPO 29
7151301000999119;PREPARADO CON ESCINA Y TROXERUTINA;2;2808;GRUPO 29
7296531000999119;PREPARADO CON ESCITALOPRAM;2;2810;GRUPO 29
6919921000999116;PREPARADO CON ESCOPOLAMINA;4;2814;GRUPO 29
6888311000999111;PREPARADO CON ESMOLOL;2;2816;GRUPO 29
6888371000999115;PREPARADO CON ESOMEPRAZOL;7;2823;GRUPO 29
6888531000999111;PREPARADO CON ESPECTINOMICINA;1;2824;GRUPO 29
8288951000999111;PREPARADO CON ESPIRAMICINA;1;2825;GRUPO 29
7206551000999111;PREPARADO CON ESPIRONOLACTONA;18;2843;GRUPO 29
10421751000999110;PREPARADO CON ESPIRONOLACTONA Y HIDROCLOROTIAZIDA;1;2844;GRUPO 29
7169891000999113;PREPARADO CON ESPIRULINA;2;2846;GRUPO 29
10415051000999117;PREPARADO CON ESTAVUDINA;6;2852;GRUPO 29
10431071000999118;PREPARADO CON ESTAZOLAM;1;2853;GRUPO 29
6966771000999111;PREPARADO CON ESTRADIOL;12;2865;GRUPO 29
7002331000999117;PREPARADO CON ESTRADIOL Y NORETISTERONA;4;2869;GRUPO 29
10460201000999119;PREPARADO CON ESTRADIOL Y NORGESTIMATO;1;2870;GRUPO 29
10484551000999113;PREPARADO CON ESTRADIOL Y PRASTERONA;1;2871;GRUPO 29
7183861000999118;PREPARADO CON ESTRADIOL Y TRIMEGESTONA;2;2873;GRUPO 29
10326291000999111;PREPARADO CON ESTRAMUSTINA;1;2874;GRUPO 29
6889401000999112;PREPARADO CON ESTREPTOMICINA;1;2875;GRUPO 29
10427921000999111;PREPARADO CON ESTREPTOMICINA Y CARBON ACTIVADO;1;2876;GRUPO 29
6889441000999114;PREPARADO CON ESTREPTOQUINASA;1;2877;GRUPO 29
10459851000999117;PREPARADO CON ESTREPTOQUINASA Y DESOXIRIBONUCLEASA;1;2878;GRUPO 29
6890461000999117;PREPARADO CON ESTREPTOZOCINA;1;2879;GRUPO 29
10327731000999115;PREPARADO CON ESTROGENOS CONJUGADOS;4;2883;GRUPO 29
7176571000999113;PREPARADO CON ESZOPICLONA;3;2886;GRUPO 29
10313531000999112;PREPARADO CON ETAMBUTOL;2;2888;GRUPO 29
6893431000999118;PREPARADO CON ETAMSILATO;4;2892;GRUPO 29
7275981000999113;PREPARADO CON ETANERCEPT;3;2895;GRUPO 29
10687881000999110;PREPARADO CON ETANOL Y ACIDO BORICO;1;2896;GRUPO 29
10366131000999114;PREPARADO CON ETANOL Y CLORHEXIDINA;2;2898;GRUPO 29
10684531000999116;PREPARADO CON ETER DE PETROLEO;1;2899;GRUPO 29
10684641000999114;PREPARADO CON ETER ETILICO;2;2901;GRUPO 29
10986231000999112;PREPARADO CON ETER ETILICO Y ETANOL;1;2902;GRUPO 30
11184231000999112;PREPARADO CON ETIFOXINA;1;2903;GRUPO 30
7151631000999117;PREPARADO CON ETILEFRINA;5;2908;GRUPO 30
10476861000999111;PREPARADO CON ETILFUMARATO Y DIMETIL FUMARATO;1;2909;GRUPO 30
7151771000999111;PREPARADO CON ETILMORFINA;1;2910;GRUPO 30
10431921000999115;PREPARADO CON ETINILESTRADIOL Y DESOGESTREL;2;2912;GRUPO 30
10441551000999116;PREPARADO CON ETINILESTRADIOL Y DIENOGEST;1;2913;GRUPO 30
10426651000999112;PREPARADO CON ETINILESTRADIOL Y GESTODENO;4;2917;GRUPO 30
10305451000999115;PREPARADO CON ETINILESTRADIOL Y LEVONORGESTREL;5;2922;GRUPO 30
10313811000999117;PREPARADO CON ETINILESTRADIOL Y NORETISTERONA;1;2923;GRUPO 30
10428951000999116;PREPARADO CON ETINILESTRADIOL Y NORGESTIMATO;2;2925;GRUPO 30
10421131000999117;PREPARADO CON ETINILESTRADIOL Y NORGESTREL;2;2927;GRUPO 30
10439161000999112;PREPARADO CON ETINILESTRADIOL Y PROGESTERONA;1;2928;GRUPO 30
10690851000999115;PREPARADO CON ETOFENAMATO;3;2931;GRUPO 30
6890681000999112;PREPARADO CON ETOMIDATO;1;2932;GRUPO 30
6890721000999118;PREPARADO CON ETOPOSIDO;3;2935;GRUPO 30
8278021000999112;PREPARADO CON ETORICOXIB;3;2938;GRUPO 30
10370901000999113;PREPARADO CON ETOSUXIMIDA;2;2940;GRUPO 30
8703631000999113;PREPARADO CON ETRAVIRINA;1;2941;GRUPO 30
10470341000999116;PREPARADO CON EUCALIPTO Y HEXILRESORCINOL;2;2943;GRUPO 30
10997921000999115;PREPARADO CON EUCALIPTOL Y ALCANFOR;1;2944;GRUPO 30
7184041000999111;PREPARADO CON EVEROLIMUS;6;2950;GRUPO 30
10318291000999115;PREPARADO CON EXEMESTANO;1;2951;GRUPO 30
8460071000999118;PREPARADO CON EXENATIDA;2;2953;GRUPO 30
10459921000999117;PREPARADO CON EXTRACTO DE HIGADO;1;2954;GRUPO 30
11068441000999118;PREPARADO CON EXTRACTO DE HIGADO Y ACIDO FOLICO;1;2955;GRUPO 30
11029501000999118;PREPARADO CON EXTRACTOS VEGETALES;1;2956;GRUPO 30
7167231000999115;PREPARADO CON EZETIMIBE;1;2957;GRUPO 30
10438071000999112;PREPARADO CON EZETIMIBE Y SIMVASTATINA;4;2961;GRUPO 30
8313491000999111;PREPARADO CON FACTOR ACTIVADOR DE PLASMINOGENO;1;2962;GRUPO 30
8387661000999114;PREPARADO CON FACTOR IX;8;2970;GRUPO 30
10695411000999111;PREPARADO CON FACTOR VII;1;2971;GRUPO 30
6893651000999114;PREPARADO CON FACTOR VIII;3;2974;GRUPO 30
8986591000999113;PREPARADO CON FACTOR VIII Y FACTOR DE VON WILLEBRAND;2;2976;GRUPO 30
6893701000999116;PREPARADO CON FACTOR XIII;2;2978;GRUPO 30
6957241000999116;PREPARADO CON FACTORES COAGULACION SANGUINEOS;1;2979;GRUPO 30
10439281000999110;PREPARADO CON FAMCICLOVIR;2;2981;GRUPO 30
10305521000999110;PREPARADO CON FAMOTIDINA;2;2983;GRUPO 30
10462731000999116;PREPARADO CON FAMOTIDINA Y CARBONATO DE CALCIO;2;2985;GRUPO 30
7145481000999118;PREPARADO CON FEBUPROL;1;2986;GRUPO 30
12705131000999113;PREPARADO CON FEBUXOSTAT;1;2987;GRUPO 30
10327311000999112;PREPARADO CON FELBAMATO;4;2991;GRUPO 30
8234071000999118;PREPARADO CON FELODIPINA;3;2994;GRUPO 30
7151841000999110;PREPARADO CON FENAZOPIRIDINA;2;2996;GRUPO 30
7151861000999114;PREPARADO CON FENAZOPIRIDINA Y  ACIDO PIPEMIDICO;1;2997;GRUPO 30
7184271000999114;PREPARADO CON FENEGRECO;1;2998;GRUPO 30
10673171000999116;PREPARADO CON FENILACETATO DE SODIO Y BENZOATO DE SODIO;1;2999;GRUPO 30
7145371000999111;PREPARADO CON FENILALANINA;1;3000;GRUPO 30
10702581000999115;PREPARADO CON FENILBUTIRATO DE SODIO;2;3002;GRUPO 31
6891491000999118;PREPARADO CON FENILEFRINA;5;3007;GRUPO 31
11032371000999111;PREPARADO CON FENILEFRINA Y BETAMETASONA;1;3008;GRUPO 31
6967231000999117;PREPARADO CON FENILEFRINA Y CAFEINA;3;3011;GRUPO 31
10385341000999113;PREPARADO CON FENILEFRINA Y DIMETINDENO;1;3012;GRUPO 31
10428801000999113;PREPARADO CON FENILEFRINA Y EFEDRINA;1;3013;GRUPO 31
10514711000999113;PREPARADO CON FENILEFRINA Y PREDNISOLONA;2;3015;GRUPO 31
10563871000999111;PREPARADO CON FENILEFRINA Y TOBRAMICINA;1;3016;GRUPO 31
10538911000999114;PREPARADO CON FENILEFRINA Y TROPICAMIDA;1;3017;GRUPO 31
11001161000999116;PREPARADO CON FENILEFRINA, NEOMICINA, DEXAMETASONA Y CLORFENIRAMINA;2;3019;GRUPO 31
7145271000999115;PREPARADO CON FENITOINA CALCICA;1;3020;GRUPO 31
10542731000999117;PREPARADO CON FENITOINA SODICA;3;3023;GRUPO 31
10316931000999111;PREPARADO CON FENITOINA Y FENOBARBITAL;3;3026;GRUPO 31
6891711000999117;PREPARADO CON FENOBARBITAL;15;3041;GRUPO 31
7177061000999113;PREPARADO CON FENOFIBRATO;5;3046;GRUPO 31
10625261000999119;PREPARADO CON FENOL;1;3047;GRUPO 31
10666811000999116;PREPARADO CON FENOLDOPAM;1;3048;GRUPO 31
10421181000999116;PREPARADO CON FENOLFTALEINA;1;3049;GRUPO 31
7254441000999112;PREPARADO CON FENOTEROL;5;3054;GRUPO 31
10321961000999117;PREPARADO CON FENOXIMETILPENICILINA;7;3061;GRUPO 31
6892231000999110;PREPARADO CON FENTANILO;6;3067;GRUPO 31
8554951000999119;PREPARADO CON FENTANILO Y DROPERIDOL;1;3068;GRUPO 31
10917691000999113;PREPARADO CON FENTICONAZOL;1;3069;GRUPO 31
6892251000999116;PREPARADO CON FENTOLAMINA;3;3072;GRUPO 31
11035811000999118;PREPARADO CON FERRITINA;1;3073;GRUPO 31
10321681000999119;PREPARADO CON FEXOFENADINA;5;3078;GRUPO 31
6892301000999110;PREPARADO CON FILGRASTIMA;2;3080;GRUPO 31
7247671000999110;PREPARADO CON FINASTERIDA;1;3081;GRUPO 31
10313141000999113;PREPARADO CON FINASTERIDE;1;3082;GRUPO 31
12487591000999118;PREPARADO CON FINGOLIMOD;1;3083;GRUPO 31
10456481000999119;PREPARADO CON FITOESTEROL;1;3084;GRUPO 31
10441081000999119;PREPARADO CON FITOMENADIONA,  ACIDO ASCORBICO Y RUTOSIDO;1;3085;GRUPO 31
10320321000999118;PREPARADO CON FLAVOXATO;1;3086;GRUPO 31
10279311000999114;PREPARADO CON FLAVOXATO Y PROPIFENAZONA;1;3087;GRUPO 31
8283241000999110;PREPARADO CON FLECAINIDA;2;3089;GRUPO 31
7145001000999115;PREPARADO CON FLOROGLUCINOL;2;3091;GRUPO 31
10357831000999111;PREPARADO CON FLOROGLUCINOL Y TRIMETOXIBENCENO;1;3092;GRUPO 31
11030551000999110;PREPARADO CON FLORURO DE SODIO Y ERITROSINA;1;3093;GRUPO 31
7144821000999116;PREPARADO CON FLUBENDAZOL;2;3095;GRUPO 31
7189721000999119;PREPARADO CON FLUCITOSINA;1;3096;GRUPO 31
6892481000999110;PREPARADO CON FLUCONAZOL;12;3108;GRUPO 31
6892701000999111;PREPARADO CON FLUDARABINA;2;3110;GRUPO 32
8302551000999113;PREPARADO CON FLUDROCORTISONA;1;3111;GRUPO 32
10723261000999110;PREPARADO CON FLUDROCORTISONA Y ATENOLOL;1;3112;GRUPO 32
6892731000999116;PREPARADO CON FLUMAZENIL;1;3113;GRUPO 32
7144611000999110;PREPARADO CON FLUNARIZINA;3;3116;GRUPO 32
7184741000999114;PREPARADO CON FLUNARIZINA Y NICERGOLINA;2;3118;GRUPO 32
10326901000999111;PREPARADO CON FLUNITRAZEPAM;2;3120;GRUPO 32
11093881000999116;PREPARADO CON FLUOCINOLONA, TRETINOINA Y HIDROQUINONA;1;3121;GRUPO 32
11004531000999119;PREPARADO CON FLUOCORTOLONA;1;3122;GRUPO 32
7144491000999116;PREPARADO CON FLUOR;1;3123;GRUPO 32
6967281000999116;PREPARADO CON FLUORESCEINA;2;3125;GRUPO 32
10846531000999111;PREPARADO CON FLUORESCEINA SODICA;1;3126;GRUPO 32
8284761000999118;PREPARADO CON FLUOROMETOLONA;2;3128;GRUPO 32
11168301000999117;PREPARADO CON FLUOROMETOLONA Y NEOMICINA;1;3129;GRUPO 32
10426571000999119;PREPARADO CON FLUORURO DE SODIO Y CARBONATO DE CALCIO;3;3132;GRUPO 32
10533951000999119;PREPARADO CON FLUORURO DE SODIO Y ERGOCALCIFEROL;1;3133;GRUPO 32
7229961000999119;PREPARADO CON FLUOXETINA;4;3137;GRUPO 32
10434711000999114;PREPARADO CON FLURAZEPAM;1;3138;GRUPO 32
7206571000999119;PREPARADO CON FLURBIPROFENO;6;3144;GRUPO 32
6897181000999119;PREPARADO CON FLUSPIRILENO;1;3145;GRUPO 32
10320581000999114;PREPARADO CON FLUTAMIDA;3;3148;GRUPO 32
6967331000999112;PREPARADO CON FLUTICASONA;11;3159;GRUPO 32
10407961000999112;PREPARADO CON FLUTICASONA Y SALMETEROL;9;3168;GRUPO 32
7177151000999110;PREPARADO CON FLUVASTATINA;3;3171;GRUPO 32
10413701000999117;PREPARADO CON FLUVOXAMINA;1;3172;GRUPO 32
8308341000999118;PREPARADO CON FOLINATO CALCICO;8;3180;GRUPO 32
10486731000999115;PREPARADO CON FOLITROPINA BETA;3;3183;GRUPO 32
8350011000999111;PREPARADO CON FONDAPARINUX;3;3186;GRUPO 32
10363581000999114;PREPARADO CON FORMALDEHIDO;5;3191;GRUPO 32
11212381000999111;PREPARADO CON FORMALDEHIDO Y CLORHEXIDINA;1;3192;GRUPO 32
10443281000999112;PREPARADO CON FORMOTEROL;4;3196;GRUPO 32
10453161000999111;PREPARADO CON FOSAMPRENAVIR;2;3198;GRUPO 32
10768991000999111;PREPARADO CON FOSCARNET SODICO;2;3200;GRUPO 32
7151931000999110;PREPARADO CON FOSFATIDILCOLINA;5;3205;GRUPO 33
10483321000999112;PREPARADO CON FOSFATO ACIDO DE SODIO Y FOSFATO DE SODIO;1;3206;GRUPO 33
8313331000999118;PREPARADO CON FOSFATO DE ADENOSINA;1;3207;GRUPO 33
11038521000999116;PREPARADO CON FOSFATO DE CALCIO;1;3208;GRUPO 33
11093281000999117;PREPARADO CON FOSFATO DE CALCIO Y CIANOCOBALAMINA;1;3209;GRUPO 33
10513591000999113;PREPARADO CON FOSFATO DE CALCIO, OXIDO DE ZINC Y PRAMOXINA;1;3210;GRUPO 33
10628751000999116;PREPARADO CON FOSFATO DE MAGNESIO Y  SULFATO DE SODIO;1;3211;GRUPO 33
10399081000999117;PREPARADO CON FOSFATO DE POTASIO;3;3214;GRUPO 33
8278111000999118;PREPARADO CON FOSFATO DE SODIO;1;3215;GRUPO 33
12977331000999119;PREPARADO CON FOSFATO DISODICO;1;3216;GRUPO 33
10650921000999111;PREPARADO CON FOSFATO MONOSODICO Y FOSFATO DISODICO;4;3220;GRUPO 33
7144351000999115;PREPARADO CON FOSFOLIPIDOS;1;3221;GRUPO 33
6897621000999112;PREPARADO CON FOSFOMICINA;2;3223;GRUPO 33
10481171000999110;PREPARADO CON FOTEMUSTINA;1;3224;GRUPO 33
10851691000999115;PREPARADO CON FRUCTOSA;3;3227;GRUPO 33
10476061000999117;PREPARADO CON FTALILSULFATIAZOL Y CARBON ACTIVADO;1;3228;GRUPO 33
7147181000999119;PREPARADO CON FUCUS;1;3229;GRUPO 33
10470561000999111;PREPARADO CON FUCUS Y TRIPICOLINATO DE CROMO;1;3230;GRUPO 33
10467841000999117;PREPARADO CON FUCUS Y VITAMINA E;1;3231;GRUPO 33
6897701000999114;PREPARADO CON FULVESTRANT;1;3232;GRUPO 33
8429101000999112;PREPARADO CON FUMARATO FERROSO Y ACIDO FOLICO;3;3235;GRUPO 33
10425721000999117;PREPARADO CON FURAZOLIDONA;2;3237;GRUPO 33
6897761000999110;PREPARADO CON FUROSEMIDA;6;3243;GRUPO 33
10417781000999119;PREPARADO CON FUROSEMIDA Y AMILORIDA;3;3246;GRUPO 33
10329231000999116;PREPARADO CON FUROSEMIDA Y ESPIRONOLACTONA;3;3249;GRUPO 33
10306601000999110;PREPARADO CON GABAPENTIN;3;3252;GRUPO 33
8257141000999116;PREPARADO CON GABAPENTINA;2;3254;GRUPO 33
6898351000999111;PREPARADO CON GADODIAMIDA;2;3256;GRUPO 33
11244941000999116;PREPARADO CON GADOPENTATO DIMEGLUMINA;4;3260;GRUPO 33
10514181000999115;PREPARADO CON GADORELINA;1;3261;GRUPO 33
10354941000999115;PREPARADO CON GADOTERATO DE MEGLUMINA;1;3262;GRUPO 33
6898401000999116;PREPARADO CON GADOVERSETAMIDA;3;3265;GRUPO 33
10767431000999116;PREPARADO CON GALACTOSA Y ACIDO PALMITICO;2;3267;GRUPO 33
8288111000999113;PREPARADO CON GALANTAMINA;5;3272;GRUPO 33
10287841000999119;PREPARADO CON GALOPAMILO;1;3273;GRUPO 33
10571781000999113;PREPARADO CON GAMAGLOBULINA E HISTAMINA;2;3275;GRUPO 33
6898641000999117;PREPARADO CON GANCICLOVIR;3;3278;GRUPO 33
10490391000999117;PREPARADO CON GANGLIOSIDOS;3;3281;GRUPO 33
6898691000999113;PREPARADO CON GANIRELIX;1;3282;GRUPO 33
6898781000999117;PREPARADO CON GATIFLOXACINA;4;3286;GRUPO 33
7189561000999117;PREPARADO CON GAYUBA;1;3287;GRUPO 33
8289511000999111;PREPARADO CON GEFITINIB;1;3288;GRUPO 33
12710941000999114;PREPARADO CON GEL POST SOLAR;4;3292;GRUPO 33
7006831000999114;PREPARADO CON GELATINA;1;3293;GRUPO 33
6898831000999113;PREPARADO CON GEMCITABINA;2;3295;GRUPO 33
7177071000999119;PREPARADO CON GEMFIBROZIL;2;3297;GRUPO 33
10320381000999119;PREPARADO CON GEMFIBROZILO;1;3298;GRUPO 33
10771421000999116;PREPARADO CON GEMTUZUMAB OZOGAMICINA;1;3299;GRUPO 33
6899001000999117;PREPARADO CON GENTAMICINA;12;3311;GRUPO 34
10384701000999111;PREPARADO CON GENTAMICINA HIDROCORTISONA Y KETOCONAZOL;5;3316;GRUPO 34
10385791000999118;PREPARADO CON GENTAMICINA Y ACIDO ACEXAMICO;1;3317;GRUPO 34
10474261000999117;PREPARADO CON GENTAMICINA Y CIRCONIO;1;3318;GRUPO 34
11091041000999117;PREPARADO CON GENTAMICINA Y DEXAMETASONA;2;3320;GRUPO 34
11117791000999113;PREPARADO CON GENTAMICINA, DEXAMETASONA Y TETRAHIDROZOLINA;1;3321;GRUPO 34
10521531000999116;PREPARADO CON GENTAMICINA, PROCAINA Y FENAZONA;1;3322;GRUPO 34
11155151000999116;PREPARADO CON GENTAMICINA, SULFADIAZINA Y BENZOCAINA;1;3323;GRUPO 34
10439241000999117;PREPARADO CON GESTRINONA;1;3324;GRUPO 34
7152231000999113;PREPARADO CON GINKGO BILOBA;5;3329;GRUPO 34
10467291000999112;PREPARADO CON GINKGO BILOBA VITAMINA B1 VITAMINA B2 Y VITAMINA B6;1;3330;GRUPO 34
7152281000999114;PREPARADO CON GINKGO BILOBA Y FOSFOLIPIDOS;1;3331;GRUPO 34
10446571000999116;PREPARADO CON GINKGO BILOBA Y HAMAMELIS;1;3332;GRUPO 34
10462421000999111;PREPARADO CON GINKGO BILOBA Y PIRIDOXINA;1;3333;GRUPO 34
10454511000999116;PREPARADO CON GINKGO BILOBA Y SULFATO DE ZINC;1;3334;GRUPO 34
7145491000999115;PREPARADO CON GINSENG;4;3338;GRUPO 34
10266691000999111;PREPARADO CON GINSENG Y LACTATO DE MAGNESIO;1;3339;GRUPO 34
10474971000999119;PREPARADO CON GINSENG, GUARANA Y MAGNESIO;1;3340;GRUPO 34
8277301000999117;PREPARADO CON GLIBENCLAMIDA;2;3342;GRUPO 34
10424311000999110;PREPARADO CON GLIBENCLAMIDA Y METFORMINA;5;3347;GRUPO 34
10525801000999110;PREPARADO CON GLICÉRIDOS MIXTOS DE ÁCIDO OLEICO LINOLEICO, PALMÍTICO, ESTEÁRICO,  VITAMINAS A Y D;2;3349;GRUPO 34
10374441000999112;PREPARADO CON GLICERINA;3;3352;GRUPO 34
10991701000999115;PREPARADO CON GLICERINA ETANOL E HIDROXIPROPILCELULOSA;1;3353;GRUPO 34
11206981000999113;PREPARADO CON GLICERINA Y VASELINA BLANDA;1;3354;GRUPO 34
10456961000999119;PREPARADO CON GLICEROL;9;3363;GRUPO 34
11174291000999117;PREPARADO CON GLICEROL Y ALANTOINA;1;3364;GRUPO 34
11270661000999119;PREPARADO CON GLICEROL Y FOSFOLIPIDOS;1;3365;GRUPO 34
12991981000999118;PREPARADO CON GLICEROL Y GLUCOSA;1;3366;GRUPO 34
10594301000999113;PREPARADO CON GLICEROL Y LAURILSULFATO DE SODIO;1;3367;GRUPO 34
10588471000999117;PREPARADO CON GLICEROL Y OXIDO DE ZINC;2;3369;GRUPO 34
