COD_CLASIFICACION	CLASIFICACION	CODIGO	PRODUCTO	RECETA_RETENIDA	COD_PRINCIPIO_ACTIVO	PRINCIPIO_ACTIVO	COD_CONCENTRACION	CONCENTRACION	COD_ACC_FARMACOLOGICA	ACCION_FARMACOLOGICA	COD_UNIDAD	UNIDAD_MEDIDA
261	MEDICAMENTOS	509.448	VERSATIS 5% X5 PARCHES		1790	LIDOCAINA CLORHIDRATO	9.635	5 UN X PARCHE	1.124	ANESTESICO TOPICO	CJ	CAJA
261	MEDICAMENTOS	509.550	VISCOTEARS 10 GR		3222	ACIDO POLIACRILICO	8.089	2 MG X GR	152	LUBRICANTE OFTALMICO	FR	FRASCO
261	MEDICAMENTOS	500.317	AQUAPHOR DE EUCERIN X 50 ML		3241	CREMA_VARIOS	9.227	50 ML	2.463	PROTECTOR DERMICO_HIDRATANTE	FR	FRASCO
261	MEDICAMENTOS	502.391	CRANBERRIES (ARANDANO GNC)		3505	ARANDANO	9.636	CRANBERRIES (ARANDANO GNC)	3.491	PROFILAXIS	FR	FRASCO
261	MEDICAMENTOS	506.414	COLUTORIO CLORHEXIDINA C/LIDOC. 500 ML		1671	CLORHEXIDINA GLUCONATO	9.637	500 ML	1.154	ANTISEPTICO BUCOFARINGEO	FR	FRASCO
261	MEDICAMENTOS	508.818	TOL TOTAL X 24 COMPR.		543	VITAMINA A _ B1 _ B2 _ B6 _ B _ C _ D3 _ E _ H_ B5	10.108	5000 UI_20 MG_5 MG_10 MG_5 MCG_150 MG_500 UI_11,1 MG_	186	VITAMINOTERAPIA	CJ	CAJA
261	MEDICAMENTOS	507.397	REFLEXAN 5 MG X COMP D.U.		1430	CICLOBENZAPRINA CLORHIDRATO	9.639	5 MG X COMP	174	RELAJANTE MUSCULAR	TB	TABLETA
261	MEDICAMENTOS	503.729	FRESUBIN PROTEIN POWDER 300 GR								TR	TARRO
261	MEDICAMENTOS	502.310	AVENE COLD CREAM CARA								FR	FRASCO
261	MEDICAMENTOS	503.667	EUROVIR 400 MG X 15		902	ACICLOVIR	9.640	400 MG X COMP	106	ANTIVIRAL	CJ	CAJA
261	MEDICAMENTOS	505.797	MICARDIS AMLO 40/5MG X 28 COMP								CJ	CAJA
261	MEDICAMENTOS	502.734	DEGRALER 0,5MG/ML JARABE		259	LEVOCETIRIZINA	9.643	2.5MG X 5ML	802	ANTIHISTAMINICO	FR	FRASCO
261	MEDICAMENTOS	503.914	FISIOMAR SOLUCION		1170	CLORURO DE SODIO	9.644	0.9 %	2.481	HIGIENE Y LAVADO DE LAS FOSAS NASALES	FR	FRASCO
261	MEDICAMENTOS	506.450	OMNISCAN 10 ML 287 MG X 1 AMP		1721	GADODIAMIDA	9.645	287 MG X AMP	1.179	MEDIO DE CONTRASTE	AM	AMPOLLA
261	MEDICAMENTOS	506.350	OFTOL FORTE SOL OFT.0.5%		2754	LOTEPREDNOL	9.646	0.5 %	2.124	ANTIINFLAMATORIO_ANTIALERGICO	FR	FRASCO
261	MEDICAMENTOS	509.072	TRILEPTAL SUSPENS. 60 MG/ML		307	OXCARBAZEPINA	9.648	60 MG/ML	50	ANTIEPILEPTICO _ ANTICONVULSIVANTE	FR	FRASCO
261	MEDICAMENTOS	508.426	TALCO ESTERIL POMO		1023	TALCO_MENTOL	9.649	50 GR	3.461	TALCO	FR	FRASCO
261	MEDICAMENTOS	507.519	RIFAMPICINA 300 MG X CAP(100)		511	RIFAMPICINA	9.650	300 MG X CAP	24	ANTIBIOTICO	TB	TABLETA
261	MEDICAMENTOS	500.205	ACULAR LS  0.4% SOL 5 ML		899	KETOROLACO TROMETAMOL	9.651	0.4 %	78	ANTIINFLAMATORIO NO ESTEROIDAL	FR	FRASCO
261	MEDICAMENTOS	503.510	EG6 KIT(FRIO) X 25 CARTRIDGE		3309	TEST KIT	9.652	25 CARTRIDGE	3.308	TEST SCREENING	CJ	CAJA
261	MEDICAMENTOS	505.646	MEGACAL 1000 X 60 COMP		81	CARBONATO DE CALCIO	9.653	 60 COMP	2.143	METABOLISMO OSEO	CJ	CAJA
261	MEDICAMENTOS	503.366	DUALTEN 25 MG X 30 COMP		872	CARVEDILOL	9.654	25 MG X COMP	64	ANTIHIPERTENSIVO _ ANTIANGINOSO	CJ	CAJA
261	MEDICAMENTOS	505.647	MEGANOX 25 MG X 30 COMP DISP								CJ	CAJA
261	MEDICAMENTOS	503.310	EXFORGE 5/160 X 28 COMP		2685	AMLODIPINO _ VALSARTAN	9.655	5MG_160MG X COMP	64	ANTIHIPERTENSIVO _ ANTIANGINOSO	CJ	CAJA
261	MEDICAMENTOS	504.201	GENTEAL GEL 0,3% 10GR OFT		2523	HIPROMELOSA	9.656	0,3% X 10GR	152	LUBRICANTE OFTALMICO	TU	TUBO
261	MEDICAMENTOS	506.458	OSTRAM D3 X 30 SOBRES		2755	CALCIO FOSFATO_CALCITRIOL	8.384	3300 MG_800 UI X  SOBRE	2.143	METABOLISMO OSEO	CJ	CAJA
261	MEDICAMENTOS	505.229	LECHE NIDO +3 1600 GR		3342	COMPONENTES LECHE_VITAMINAS_PROBIOTICOS	8.974	1600 GR	3.166	FORMULA ENTERAL	UN	UNIDAD
261	MEDICAMENTOS	505.322	LEXAPRO 20 MG X 14 COMP		193	ESCITALOPRAM OXALATO	9.659	20 MG X COMP	42	ANTIDEPRESIVO	SO	SOBRE
261	MEDICAMENTOS	500.691	ARTREN  PEDIAT X 1 SUPOS		169	DICLOFENACO SODICO	9.661	46.44 MG X 100 ML	1.936	ANALGESICO _ ANTIINFLAMATORIO _ ANTIPIRETICO	SU	SUPOSITORIO
261	MEDICAMENTOS	506.345	OFTAGEN COMPTO UNGUENTO OFT		57	BETAMETASONA _ GENTAMICINA	8.105	3 MG_ 1 MG X ML	32	ANTIBIOTICO _ CORTICOSTEROIDE	TU	TUBO
261	MEDICAMENTOS	504.939	IXEL  50 MG X 28 CAPS		289	MILNACIPRAN	9.662	50 MG X CAPS	42	ANTIDEPRESIVO	CJ	CAJA
261	MEDICAMENTOS	507.743	SEREPRID 100 MG  GOTAS								FR	FRASCO
261	MEDICAMENTOS	505.262	LECHE NAN 1 PRO 900 GR(12)		3342	COMPONENTES LECHE_VITAMINAS_PROBIOTICOS	9.663	900 GR	2.867	0_6 MESES	TR	TARRO
261	MEDICAMENTOS	509.199	URICONT 5 MG X 40 COMP		1966	OXIBUTININA	9.664	5 MG X COMP	58	ANTIESPASMODICO URINARIO	CJ	CAJA
261	MEDICAMENTOS	507.440	REFRESH TEARS GTAS OFT		2945	CARBOXIMETILCELULOSA	8.544	0.5 %	150	LUBRICANTE OCULAR	FR	FRASCO
261	MEDICAMENTOS	508.662	TEST PACK  CLEARBLUE		3309	TEST KIT	10.581	1 TEST	3.161	TEST EMBARAZO	UN	UNIDAD
261	MEDICAMENTOS	509.285	VALCOTE ER 250  X 50 COMP		1267	ACIDO VALPROICO	9.665	250MG  X COMP	40	ANTICONVULSIVANTE _ ANTIEPILEPTICO	CJ	CAJA
261	MEDICAMENTOS	500.307	AGUA OXIGENADA 10 VOL X 110 CC		3003	PEROXIDO DE HIDROGENO	9.668	10 VOL X 110 CC	1.069	ANTISEPTICO TOPICO	FR	FRASCO
261	MEDICAMENTOS	509.225	VALTREX(42) (VALACICLOVIR)500 MG X COMP.DU		1067	VALACICLOVIR	8.790	500 MG X COMP	106	ANTIVIRAL	TB	TABLETA
261	MEDICAMENTOS	500.356	ALOE FEROX  X 60 CAPS		2014	ALOE _ LINAZA	9.670	130 MG_ 130 MG X CAPS	148	LAXANTE	FR	FRASCO
261	MEDICAMENTOS	501.916	CETAPHIL LOCION LIMPIEZA 437 ML		2265	ALCOHOL CETILICO_ALCOHOL ESTEARILICO_ LAURIL SULFATO DE SODIO	9.671	437 ML	2.267	LIMPIEZA CUTANEA	FR	FRASCO
261	MEDICAMENTOS	501.917	CETAPHIL CREMA 473 ML		3241	CREMA_VARIOS	9.672	473 ML	166	PROTECTOR DERMICO	FR	FRASCO
261	MEDICAMENTOS	505.391	LIORESYL 10 MG X 60 TABLETAS		1310	BACLOFENO	7.584	10 MG X TABLETA	174	RELAJANTE MUSCULAR	CJ	CAJA
261	MEDICAMENTOS	506.358	FLUROCROMOCTA (OCTALINE)		2003	PERFLUORODECALIN	8.744	OCTALINE	1.282	VISCOELASTICO	FR	FRASCO
261	MEDICAMENTOS	505.152	INSULINA LANTUS SSTAR  LAPIZ 100UI/ML		231	INSULINA HUMANA	9.828	100UI/ML	130	HIPOGLICEMIANTE	UN	UNIDAD
261	MEDICAMENTOS	505.067	CHAMPIX 0,5_1 MG INICIO  1 SET		363	VARENICLINA	9.516	0,5 MG X COMPR + 1 MG X COMPR	178	TRATAMIENTO DEL TABAQUISMO	CJ	CAJA
261	MEDICAMENTOS	500.859	ATUSIL X 1 SUPOS 100 MG		2016	PROMOLATE	8.433	100 MG X SUPOS	102	ANTITUSIVO _ EXPECTORANTE _ MUCOLITICO	SU	SUPOSITORIO
261	MEDICAMENTOS	509.718	XARELTO 20 MG (28) X COMP								TB	TABLETA
261	MEDICAMENTOS	500.459	AMBILAN BID (875/125) X 14 COMP		1300	AMOXICILINA_ACIDO CLAVULANICO	8.597	875MG_125 MGX COMP	24	ANTIBIOTICO	CJ	CAJA
261	MEDICAMENTOS	505.037	ISOX  15 MG X 10 COMP		445	MELOXICAM	8.273	15 MG X COMP	2.442	ANTIINFLAMATORIO_ANALGESICO	CJ	CAJA
261	MEDICAMENTOS	501.283	BIOGAIA GOTAS 15 ML		245	LACTOBACILLUS	9.676	1X108 UF X 5 GOTAS	172	REGULADOR FLORA INTESTINAL	FR	FRASCO
261	MEDICAMENTOS	508.401	RESORCAL 100 MG X 9 COMP		507	RACECADOTRILO	9.677	100 MG X COMP	172	REGULADOR FLORA INTESTINAL	CJ	CAJA
261	MEDICAMENTOS	507.316	PROTEINEX  275 GR		1182	PROTEINAS_HIDRATOS DE CARBONO_LIPIDOS	9.902	275 GR	898	SUPLEMENTO NUTRICIONAL	TR	TARRO
261	MEDICAMENTOS	504.492	GUTRON 5 MG X COMP DU		905	MIDODRINA CLORHIDRATO	9.679	5 MG X COMP	906	HIPERTENSOR	TB	TABLETA
261	MEDICAMENTOS	504.702	IBUPIRAC COMPTO X 10 COMP		225	IBUPROFENO _ PARACETAMOL	9.682	300 MG_300 MG	2.441	ANALGESICO_ANTIPIRETICO	CJ	CAJA
261	MEDICAMENTOS	500.053	ACERDIL_D (30)(20MG/12,5MG)X COMP DU		435	LISINOPRIL _ HIDROCLOROTIAZIDA	8.851	20MG_12,5MG X COMP	68	ANTIHIPERTENSIVO _ DIURETICO	TB	TABLETA
261	MEDICAMENTOS	502.828	DIABION X 30 CAPS								CJ	CAJA
261	MEDICAMENTOS	500.809	ARCOXIA 120 MG X 7 COMP		409	ETORICOXIB 	9.685	120 MG X COMP	76	ANTIINFLAMATORIO _ ANTIRREUMATICO	CJ	CAJA
261	MEDICAMENTOS	503.513	ADRENALINA FCO RACEMICA (2,25%FCO 15 ML)(AGOT)		943	EPINEFRINA	9.686	2,25% X 15 ML	384	BRONCODILATADOR	FR	FRASCO
261	MEDICAMENTOS	508.802	TOLBUTAMIDA(20) X COMP DU		3185	TOLBUTAMIDA	9.687	500 MG X COMP	884	ANTIDIABETICO	TB	TABLETA
261	MEDICAMENTOS	509.465	VIADIL FORTE SUPOS X 6		885	PARGEVERINA CLORHIDRATO	9.688	10 MG X SUPOS	52	ANTIESPASMODICO	CJ	CAJA
261	MEDICAMENTOS	502.450	CORIODAL 20 MG X 20 COMPRIMIDOS		1071	PROPANOLOL CLORHIDRATO	8.391	20 MG X COMP	66	ANTIHIPERTENSIVO _ ANTIANGINOSO _ ANTIARRITMICO	CJ	CAJA
261	MEDICAMENTOS	503.695	EUCERIN OMEGA 12% LOCION		3241	CREMA_VARIOS	9.532	200 ML	2.463	PROTECTOR DERMICO_HIDRATANTE	FR	FRASCO
261	MEDICAMENTOS	506.135	NESTUM FRUTILLA		3167	ALMIDON MAIZ	9.689	400 GR	898	SUPLEMENTO NUTRICIONAL	CJ	CAJA
261	MEDICAMENTOS	505.101	LAMICTAL 200 MG X 30 COMP								CJ	CAJA
261	MEDICAMENTOS	501.281	BION TRANSIT  X 30 COMP		327	PROBIOTICOS	9.691	1 PROBIOTICOS X COMP	172	REGULADOR FLORA INTESTINAL	CJ	CAJA
261	MEDICAMENTOS	501.308	BIOXINE ANTICASPA  300 ML								FR	FRASCO
261	MEDICAMENTOS	501.424	BREXOTIDE LF 250		419	FLUTICASONA _ SALMETEROL	9.692	250 MCG_25MCG X COMP	112	BRONCODILATADOR_  CORTICOSTEROIDE	FR	FRASCO
261	MEDICAMENTOS	502.863	PRIOSOL  2 POTASIO X 5000ML		187	ELECTROLITOS	9.699	5000ML	2.872	DIALISIS	MA	MATRAZ
261	MEDICAMENTOS	501.545	CADUET 5/20 X 30 COMP		2166	AMLODIPINO _ ATORVASTATINA	9.700	5MG_20MG X COMP	386	ANTIHIPERTENSIVO _ HIPOLIPEMIANTE 	CJ	CAJA
261	MEDICAMENTOS	505.790	MICARDIS PLUS 80/12.5MG X 28 COMP		345	TELMISARTAN _ HIDROCLOROTIAZIDA	8.918	80 MG X COMP	82	ANTIMIASTENICO COLINERGICO	CJ	CAJA
261	MEDICAMENTOS	502.237	CILCLAR SOL OFT 100 ML		2286	MIRANOL	9.702	100 ML	2.288	LIMPIEZA DE PARPADOS	FR	FRASCO
261	MEDICAMENTOS	503.470	ENALTEN D 10/25 (30) XCOMP.DU		405	ENALAPRIL _ HIDROCLOROTIAZIDA	8.460	10MG_25MG  XCOMP	68	ANTIHIPERTENSIVO _ DIURETICO	TB	TABLETA
261	MEDICAMENTOS	504.302	GLAFORNIL XR 750 MG (30)X COMP DU		449	METFORMINA	9.705	750 MG X COMP	132	HIPOGLICEMIANTE ORAL	TB	TABLETA
261	MEDICAMENTOS	504.386	GLUCOPHAGE 500 MG (30)X COMP.DU		449	METFORMINA	9.706	500 MG X COMP	132	HIPOGLICEMIANTE ORAL	TB	TABLETA
261	MEDICAMENTOS	504.387	GLUCOPHAGE 850 MG(30) X COMP DU		449	METFORMINA	9.707	850 MG X  COMP	132	HIPOGLICEMIANTE ORAL	TB	TABLETA
261	MEDICAMENTOS	505.456	LOVASTATINA 20 MG X 14 COMP		277	LOVASTATINA	9.711	20 MG X COMP	134	HIPOLIPEMIANTE _ HIPOCOLESTEROLEMIANTE	SO	SOBRE
2613	MEDICAMENTOS CONTROLADOS	803.285	DORMONID 15 MG X AMP	SI	705	MIDAZOLAM	9.712	15 MG X AMP	650	HIPNOTICO	AM	AMPOLLA
261	MEDICAMENTOS	508.394	SURVANTA 100 MG  X 4 ML		1664	FOSFOLIPIDOS	9.713	100 MG  X 4 ML	1.684	SURFACTANTE PULMONAR	AM	AMPOLLA
261	MEDICAMENTOS	500.919	AVAMYS 27.5 MCG SPRAY		1187	FLUTICASONA	9.714	27.5 MCG X DOSIS	118	DESCONGESTIONANTE NASAL	FR	FRASCO
261	MEDICAMENTOS	502.464	COUMADIN 2,5 MG X COMP D:U		887	WARFARINA SODICA	9.515	2,5 MG X COMP	36	ANTICOAGULANTE _ ANTITROMBOTICO	TB	TABLETA
261	MEDICAMENTOS	501.798	CALCIMAX FORTE 400 MG X  30 COMP								CJ	CAJA
261	MEDICAMENTOS	502.056	CLOROHEX JABON 2% BOLSA(1000ML)		1671	CLORHEXIDINA GLUCONATO	8.306	2%	3.108	DESINFECTANTE	UN	UNIDAD
261	MEDICAMENTOS	502.735	DEGRALER 5 MG GOTAS		259	LEVOCETIRIZINA	9.716	5 MG X ML	802	ANTIHISTAMINICO	FR	FRASCO
261	MEDICAMENTOS	509.674	WELLBUTRIN XL 300 MG X 30 COMP		3123	BUPROPION	9.717	300 MG X COMP	42	ANTIDEPRESIVO	CJ	CAJA
2613	MEDICAMENTOS CONTROLADOS	803.287	DORMONID 5 MG X AMP	SI	705	MIDAZOLAM	9.720	5 MG X AMP	650	HIPNOTICO	AM	AMPOLLA
2613	MEDICAMENTOS CONTROLADOS	803.289	DORMONID 15 MG X COMP(30)	SI	705	MIDAZOLAM	9.721	15 MG X COMP	650	HIPNOTICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	803.293	DORMONID 7,5 MG X COMP(30)	SI	705	MIDAZOLAM	9.722	7,5 MG X COMP	650	HIPNOTICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	803.299	DORMONID 50 MG X AMP	SI	705	MIDAZOLAM	9.723	50 MG X AMP	650	HIPNOTICO	AM	AMPOLLA
2613	MEDICAMENTOS CONTROLADOS	803.804	FENOBARBITAL 15 MG X COMP(1000)	SI	645	FENOBARBITAL	9.724	15 MG X COMP	40	ANTICONVULSIVANTE _ ANTIEPILEPTICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	803.806	FENOBARBITAL 100 MG X COMP(10)	SI	645	FENOBARBITAL	9.725	100 MG X COMP	40	ANTICONVULSIVANTE _ ANTIEPILEPTICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	803.816	FENOBARBITAL 200 MG X AMP	SI	645	FENOBARBITAL	9.726	200 MG X AMP	876	ANTICONVULSIVANTE	AM	AMPOLLA
2613	MEDICAMENTOS CONTROLADOS	803.826	FENTANILA 2ML X AMP	SI	713	FENTANILO	9.727	2ML X AMP	3.483	ANALGESICO NARCOTICO	AM	AMPOLLA
2613	MEDICAMENTOS CONTROLADOS	803.850	FENTANILA PARCHE 25 MCG(5)	SI	713	FENTANILO	9.728	25 MCG X PARCHE	3.483	ANALGESICO NARCOTICO	SO	SOBRE
2613	MEDICAMENTOS CONTROLADOS	803.851	FENTANILA PARCHE 50 MCG(5)	SI	713	FENTANILO	9.729	50 MCG X PARCHE	8		SO	SOBRE
2613	MEDICAMENTOS CONTROLADOS	804.467	GRIFOCLOBAM 10 MG X COMP(20)	SI	712	CLOBAZAM	9.730	10 MG X COMP	3.490	ANSIOLITICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	804.527	HIDRATO DE CLORAL X GR	SI	1682	HIDRATO DE CLORAL	9.731	HIDRATO DE CLORAL X GR	650	HIPNOTICO	GR	GRAMO
2613	MEDICAMENTOS CONTROLADOS	804.635	IMOVANE  7,5MG X COMP(30) (ZOPICLONA)	SI	710	ZOPICLONA	9.732	7,5MG X COMP	650	HIPNOTICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	805.147	KETAMINA 500 MG X AMP	SI	1798	KETAMINA	9.733	500 MG X AMP	1.177	ANESTESICO GENERAL	AM	AMPOLLA
2613	MEDICAMENTOS CONTROLADOS	805.706	METADONA 10 MG X COMP(100)	SI	706	METADONA	9.735	10 MG X COMP	3.483	ANALGESICO NARCOTICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	805.713	M.ESLON 10 MG X COMP(10)	SI	647	MORFINA CLORHIDRATO	9.736	10 MG X COMP	3.483	ANALGESICO NARCOTICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	805.714	M.ESLON 30 MG X COMP(10)	SI	647	MORFINA CLORHIDRATO	9.737	30 MG X COMP	3.483	ANALGESICO NARCOTICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	805.878	MORFINA 20 MG X AMP	SI	647	MORFINA CLORHIDRATO	9.738	20 MG X AMP	3.483	ANALGESICO NARCOTICO	AM	AMPOLLA
2613	MEDICAMENTOS CONTROLADOS	805.895	MORFINA 10 MG (S)X AMP	SI	647	MORFINA CLORHIDRATO	9.739	10 MG X AMP	3.483	ANALGESICO NARCOTICO	AM	AMPOLLA
2613	MEDICAMENTOS CONTROLADOS	806.206	NOCTILAN 0,25 MG X COMP(20)	SI	709	BROTIZOLAM	9.741	0,25 MG X COMP	650	HIPNOTICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	806.461	OXYCONTIN 20 MG X COMP(12)	SI	714	OXICODONA	9.742	20 MG X COMP	3.483	ANALGESICO NARCOTICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	806.462	OXYCONTIN 10 MG X COMP(12)	SI	714	OXICODONA	9.743	10 MG X COMP	3.483	ANALGESICO NARCOTICO	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	806.490	PACINAX 5 MG ENEMA	SI	642	DIAZEPAM	9.744	5 MG X ML	652	ANSIOLITICO_TRANQUILIZANTE	UN	UNIDAD
2613	MEDICAMENTOS CONTROLADOS	806.491	PACINAX 10 MG ENEMA	SI	642	DIAZEPAM	9.745	10 MG X ML	652	ANSIOLITICO_TRANQUILIZANTE	UN	UNIDAD
2613	MEDICAMENTOS CONTROLADOS	807.049	PRAZAM GOTAS 20 ML	SI	648	ALPRAZOLAM	1.773	0,5MG X 25 GTA X 1ML	12		FR	FRASCO
261	MEDICAMENTOS	504.558	LANZOPRAL PEDIATRICO 30 MG X SOBRE		249	LANSOPRAZOL	9.746	30 MG X SOBRE	104	ANTIULCEROSO	CJ	CAJA
261	MEDICAMENTOS	506.352	OSEOFORT X 30 CAPS		79	CARBONATO CALCIO _ CALCITRIOL	9.747	500 MG_440 UI X COMPR	114	CALCIOTERAPIA	CJ	CAJA
261	MEDICAMENTOS	502.229	POTASIO CLORURO 6,9 GR  X PAPELILLO		861	POTASIO CLORURO	9.748	6,9 GR  X PAPELILLO	1.002	ELECTROLITOTERAPIA	UN	UNIDAD
261	MEDICAMENTOS	502.230	POTASIO CLORURO 8,5 GR X PAPELILLO		861	POTASIO CLORURO	9.749	8,5 GR X PAPELILLO	1.002	ELECTROLITOTERAPIA	UN	UNIDAD
261	MEDICAMENTOS	506.413	COLUTORIO CLORHEXIDINA S/LIDOC 500 ML		1671	CLORHEXIDINA GLUCONATO	9.750	500 ML	1.154	ANTISEPTICO BUCOFARINGEO	FR	FRASCO
261	MEDICAMENTOS	503.832	EUROGESIC 275 MG (10)AD X D.U.		465	NAPROXENO SODICO	8.908	275 MG X COMP	1.936	ANALGESICO _ ANTIINFLAMATORIO _ ANTIPIRETICO	TB	TABLETA
261	MEDICAMENTOS	505.605	MEMAX 10 MG X 30 COMP								CJ	CAJA
261	MEDICAMENTOS	503.133	DISGREN AAS 81 X 30 COMP		1268	ACIDO ACETIL SALICILICO	9.860	81MG X COMP	1.070	ANTIAGREGANTE PLAQUETARIO	CJ	CAJA
261	MEDICAMENTOS	505.211	INSULINA LEVEMIR FLEX PEN  100UI/ML (3ML)		1780	INSULINA DETEMIR	9.854	100UI/ML	130	HIPOGLICEMIANTE	UN	UNIDAD
261	MEDICAMENTOS	504.120	KIT EC8+ X 25 CARTRIDGE		3309	TEST KIT	9.753	25 CARTRIDGE	3.308	TEST SCREENING	CJ	CAJA
261	MEDICAMENTOS	507.794	SEROQUEL 100 MG X COMP D.U.		505	QUETIAPINA	9.754	100 MG X COMP	92	ANTIPSICOTICO	TB	TABLETA
261	MEDICAMENTOS	503.033	DIBEN DRINK CAPUCCINO 200 ML		1182	PROTEINAS_HIDRATOS DE CARBONO_LIPIDOS	9.755	200 ML	2.383	FORMULA PARA PACIENTES CON DIABETES MELLITUS Y/O INTOLERANCIA A LA GLUCOSA	FR	FRASCO
261	MEDICAMENTOS	505.069	CHAMPIX 1 MG. MANTENCIÓN X 112 COMP		363	VARENICLINA	9.758	1 MG NX COMP	178	TRATAMIENTO DEL TABAQUISMO	CJ	CAJA
261	MEDICAMENTOS	504.367	SG5%KCL2,2NACL4,4XLT1664		3467	GLUCOSA_CLORURO SODIO_CLORURO POTASIO	9.759	5%_2,2GR_4,4GR X 1LT	2.910	SUEROTERAPIA	MA	MATRAZ
261	MEDICAMENTOS	503.511	ENTEREX RENAL		1182	PROTEINAS_HIDRATOS DE CARBONO_LIPIDOS	9.761	237 ML	3.481	FORMULA PARA PACIENTES CON FALLA RENAL	FR	FRASCO
261	MEDICAMENTOS	502.531	CYMBALTA 30 MG X 7 COMP		1544	DULOXETINA	9.762	30 MG X COMP	42	ANTIDEPRESIVO	SO	SOBRE
2613	MEDICAMENTOS CONTROLADOS	807.337	RAVOTRIL 0,5 MG (30) X COMP	SI	646	CLONAZEPAM	9.763	0,5 MG X COMP	652	ANSIOLITICO_TRANQUILIZANTE	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	807.356	RAPIFEN  2ML X AMP	SI	1261	ALFENTANIL	9.764	2ML X AMP	3.483	ANALGESICO NARCOTICO	AM	AMPOLLA
261	MEDICAMENTOS	503.077	DIPEMINA 500 MG X 30		2405	DIOSMINA_FLAVONOIDES_HESPERIDINA	9.765	500 MG X COMP	2.406	TRATAMIENTO INSUFICIENCIA VENOSA CRONICA	CJ	CAJA
261	MEDICAMENTOS	500.401	ALEXIA 180 MG FORTE X 10 COMP		199	FEXOFENADINA CLORHIDRATO	9.767	180 MG X COMP	802	ANTIHISTAMINICO	CJ	CAJA
261	MEDICAMENTOS	504.116	G3 KIT (GASES)FRIO CJ X 25 CARTRIDGE		3309	TEST KIT	9.768	25 CARTRIDGE	3.308	TEST SCREENING	CJ	CAJA
261	MEDICAMENTOS	503.371	EYKOSACOL 300 MG X 30 CAPS		2464	ACIDO DOCOSAHEXAENOICO_ACIDO EICOSAPENTAENOICO	9.484	300 MG X CAPS	134	HIPOLIPEMIANTE _ HIPOCOLESTEROLEMIANTE	FR	FRASCO
261	MEDICAMENTOS	505.376	LEUCOVORINA  15 MG X 10  COMP		2651	LEUCOVORINA	9.769	15 MG X COMP	1.115	COADYUVANTE EN TERAPIA CITOTOXICA	CJ	CAJA
261	MEDICAMENTOS	502.392	CAFEINA CITRATO 25MG/ML X AMP 2 ML		1362	CAFEINA	9.770	25MG/ML X AMP	1.403	ESTIMULANTE CARDIACO	AM	AMPOLLA
2613	MEDICAMENTOS CONTROLADOS	807.366	RAVOTRIL 2 MG  (30) X COMP	SI	646	CLONAZEPAM	9.771	2 MG X COMP	652	ANSIOLITICO_TRANQUILIZANTE	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	807.367	RAVOTRIL GOTAS 2,5MGXML	SI	646	CLONAZEPAM	9.772	2,5MG X ML	652	ANSIOLITICO_TRANQUILIZANTE	FR	FRASCO
2613	MEDICAMENTOS CONTROLADOS	807.368	RAVOTRIL 1MGXML AMPOLLA(5)	SI	646	CLONAZEPAM	9.773	1MGXML X AMPOLLA	652	ANSIOLITICO_TRANQUILIZANTE	AM	AMPOLLA
2613	MEDICAMENTOS CONTROLADOS	807.371	RAVOTRIL 0,25 MG SUBL(10) X COMP	SI	646	CLONAZEPAM	9.774	0, 25 MG X COMP	652	ANSIOLITICO_TRANQUILIZANTE	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	807.377	RAVOTRIL 1 MG(30)  X COMP	SI	646	CLONAZEPAM	9.775	1 MG X COMP	652	ANSIOLITICO_TRANQUILIZANTE	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	807.511	RITALIN 10 MG X COMP(30)	SI	715	METILFENIDATO	9.776	10 MG X COMP	722	PSICOESTIMULANTE	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	807.513	RITALIN SR 20 MG X COMP(30)	SI	715	METILFENIDATO	9.778	20 MG X COMP	722	PSICOESTIMULANTE	TB	TABLETA
2613	MEDICAMENTOS CONTROLADOS	807.521	RIZE 5 MG X 30 COMP	SI							CJ	CAJA
2613	MEDICAMENTOS CONTROLADOS	807.522	RIZE 10 MG X 30 COMP	SI							CJ	CAJA
2613	MEDICAMENTOS CONTROLADOS	808.035	SOMESE 0,25 MG X COMP(30)	SI	711	TRIAZOLAM	9.779	0,25 MG X COMP	650	HIPNOTICO	TB	TABLETA
