Productos_Clave	Productos_Descripcion	Importancia	Sustancias_Clave	Sustancias_Descripcion
8905	RINO-B AQUA	0	2317	Budesónida
8908	TOLEDERM CREMA	9	1745	Glicerina
8908	TOLEDERM CREMA	9	5132	Agua termal
8909	TOLEDERM LOCION DERMO-LIMPIADORA	9	1745	Glicerina
8909	TOLEDERM LOCION DERMO-LIMPIADORA	9	5132	Agua termal
8912	DOLO-NEUROBIONTA	9	81	Vitamina B12
8912	DOLO-NEUROBIONTA	9	836	Piridoxina
8912	DOLO-NEUROBIONTA	9	1158	Diclofenac sódico
8912	DOLO-NEUROBIONTA	9	1404	Tiamina
8913	ARCOXIA	0	5032	Etoricoxib
8914	ISENTRESS	0	6154	Raltegravir
8915	JANUMET	1	6080	Sitagliptina
8915	JANUMET	2	2185	Metformina
8916	ECALTA	0	6004	Anidulafungina
8917	RECAMICINA SOLUCION	0	4029	Levofloxacino
8919	PROGRESS GOLD + LUTEINA	9	497	Minerales
8919	PROGRESS GOLD + LUTEINA	9	1514	Vitaminas
8919	PROGRESS GOLD + LUTEINA	9	5686	Luteína
8922	PROAVEN	1	2914	Avena
8922	PROAVEN	2	105	Linoleico ácido
8922	PROAVEN	3	574	Nicotinamida
8923	T-INMUN	0	3916	Tacrolimús
8925	VIOMETIL	9	210	Alfa tocoferol
8925	VIOMETIL	9	654	Vitamina A
8925	VIOMETIL	9	2916	Manzanilla
8925	VIOMETIL	9	2931	Caléndula extracto
8925	VIOMETIL	9	3791	Lavandula angustifolia
8926	ALDROX-D	1	3001	Alendronato
8926	ALDROX-D	2	794	Calcitriol
8927	PIASCLEDINE	1	5093	Aceite de aguacate
8927	PIASCLEDINE	2	6166	Glycine max
8928	BIOGAIA	0	6167	Lactobacillus reuteri
8929	CONGESTEX GOTAS	9	65	Ascórbico ácido
8929	CONGESTEX GOTAS	9	639	Noscapina
8929	CONGESTEX GOTAS	9	740	Paracetamol
8929	CONGESTEX GOTAS	9	2062	Seudoefedrina
8930	PIRONAL FLU	1	128	Ibuprofeno
8930	PIRONAL FLU	2	2062	Seudoefedrina
8931	GRIPASAN COMPUESTO NUEVA FORMULA DIA	1	740	Paracetamol
8931	GRIPASAN COMPUESTO NUEVA FORMULA DIA	2	2465	Clorfeniramina
8931	GRIPASAN COMPUESTO NUEVA FORMULA DIA	3	735	Cafeína
8933	EMOLAN BEBE CREMA ULTRAPROTECTORA A+D	9	210	Alfa tocoferol
8933	EMOLAN BEBE CREMA ULTRAPROTECTORA A+D	9	654	Vitamina A
8933	EMOLAN BEBE CREMA ULTRAPROTECTORA A+D	9	889	Cinc
8933	EMOLAN BEBE CREMA ULTRAPROTECTORA A+D	9	1508	Vitamina D
8933	EMOLAN BEBE CREMA ULTRAPROTECTORA A+D	9	2829	Bisabolol
8933	EMOLAN BEBE CREMA ULTRAPROTECTORA A+D	9	2931	Caléndula extracto
8934	EMOLAN BEBE JABON EN BARRA ULTRASUAVE	0	2914	Avena
8935	EMOLAN BEBE CREMA CORPORAL	9	171	Alantoína
8935	EMOLAN BEBE CREMA CORPORAL	9	1745	Glicerina
8935	EMOLAN BEBE CREMA CORPORAL	9	2829	Bisabolol
8935	EMOLAN BEBE CREMA CORPORAL	9	2914	Avena
8935	EMOLAN BEBE CREMA CORPORAL	9	2931	Caléndula extracto
8936	EMOLAN GEL DE LIMPIEZA TODO EN UNO	1	2914	Avena
8936	EMOLAN GEL DE LIMPIEZA TODO EN UNO	2	2931	Caléndula extracto
8937	EMOLAN MAMA GEL DE PEZONES	9	863	Centella asiática
8938	EMOLAN MAMA CREMA ANTI-ESTRIAS	9	171	Alantoína
8938	EMOLAN MAMA CREMA ANTI-ESTRIAS	9	863	Centella asiática
8938	EMOLAN MAMA CREMA ANTI-ESTRIAS	9	1745	Glicerina
8939	EMOLAN MAMA REAFIRMANTE CORPORAL INTENS.	9	171	Alantoína
8939	EMOLAN MAMA REAFIRMANTE CORPORAL INTENS.	9	863	Centella asiática
8940	GATIF	0	4264	Gatifloxacina
8941	METICEL OFTENO	0	78	Hidroxipropilmetilcelulosa
8942	BION 3 MINI	1	6068	Probióticos
8942	BION 3 MINI	2	1514	Vitaminas
8942	BION 3 MINI	3	497	Minerales
8943	ANULETTE 20 C.D.	0	4732	Levonorgestrel + etinilestradiol
8944	AVENE CREMA FPS 50	0	862	Factor de protección solar (FPS)
8945	AVENE CREMA FPS 50+	0	862	Factor de protección solar (FPS)
8946	AVENE EMULSION FPS 50+	0	862	Factor de protección solar (FPS)
8950	AVENE SOLAR LECHE FPS 40	0	862	Factor de protección solar (FPS)
8951	AVENE SOLAR FPS 20 SPRAY	0	862	Factor de protección solar (FPS)
8952	AVENE SOLAR FPS 40	0	862	Factor de protección solar (FPS)
8953	AVENE STICK ANTISOLAR PROTECCION TOTAL	0	862	Factor de protección solar (FPS)
8954	AVENE SOLAR LECHE FPS 50	0	862	Factor de protección solar (FPS)
8955	ICTYANE	1	1745	Glicerina
8955	ICTYANE	2	1486	Vaselina
8955	ICTYANE	3	4686	Manteca de karité
8956	KERACNYL STOP BOUTONS	9	101	Glicólico ácido
8956	KERACNYL STOP BOUTONS	9	131	Salicílico ácido
8956	KERACNYL STOP BOUTONS	9	1776	Hamamelis
8956	KERACNYL STOP BOUTONS	9	2771	Alcohol
8957	KERACNYL GEL LIMPIADOR	9	101	Glicólico ácido
8957	KERACNYL GEL LIMPIADOR	9	889	Cinc
8957	KERACNYL GEL LIMPIADOR	9	1284	Serenoa repens
8957	KERACNYL GEL LIMPIADOR	9	1745	Glicerina
8958	PHOTOSCREEN 50+ LECHE	9	889	Cinc
8958	PHOTOSCREEN 50+ LECHE	9	2029	Titanio dióxido
8958	PHOTOSCREEN 50+ LECHE	9	3718	Bencila cinamato
8958	PHOTOSCREEN 50+ LECHE	9	4635	Octocrileno
8958	PHOTOSCREEN 50+ LECHE	9	6170	Tinosorb M
8958	PHOTOSCREEN 50+ LECHE	9	6171	Tinosorb S
8960	SENSIPHASE AGUA LIMPIADORA	1	2914	Avena
8960	SENSIPHASE AGUA LIMPIADORA	2	6174	Azahar
8960	SENSIPHASE AGUA LIMPIADORA	3	1776	Hamamelis
8961	SENSIPHASE CREMA	1	2914	Avena
8961	SENSIPHASE CREMA	2	210	Alfa tocoferol
8962	SENSIPHASE CREMA CONTORNO DE OJOS	1	2914	Avena
8962	SENSIPHASE CREMA CONTORNO DE OJOS	2	210	Alfa tocoferol
8963	IPHSAFLEX	0	873	Ciclobenzaprina
8965	ACEBRON	0	1791	Acenocumarol
8966	ESZOP	0	6035	Eszopiclona
8967	SINCRIS	0	3915	Olanzapina
8968	LAFAXIN XR	0	3678	Venlafaxina
8971	BALSAN	0	942	Clobetasol
8972	FARBICIL	0	2613	Terbinafina
8973	ZUDENINA	0	3914	Adapaleno
8974	LACTACYD FEMINA	1	106	Láctico ácido
8974	LACTACYD FEMINA	2	2885	Lactosuero
8976	ZOLADEX SS	0	1766	Goserelín
8977	RELISTOR	0	3250	Naltrexona
8979	RELESTAT	0	3123	Epinastina
8981	FINCIP 5	0	4075	Donepecilo
8982	FINCIP 10	0	4075	Donepecilo
8985	TAPSIN FORTE COMPRIMIDOS RECUBIERTOS	1	740	Paracetamol
8985	TAPSIN FORTE COMPRIMIDOS RECUBIERTOS	2	735	Cafeína
8986	ELCAL-D PLUS	1	741	Calcio
8986	ELCAL-D PLUS	2	2136	Vitamina D3
8997	ENIFLEX DUO FORTE	1	1090	Glucosamina
8997	ENIFLEX DUO FORTE	2	4659	Condroitinsulfato
8998	DOLOTEN	1	740	Paracetamol
8998	DOLOTEN	2	24	Tramadol
8999	BETALOC ZOK	0	486	Metoprolol
9002	PRADAXA	0	6161	Dabigatrán etexilato
9005	CRINONE GEL VAGINAL 90MG/DOSIS	0	1033	Progesterona
9006	GONAL-F	0	6176	Folitropina alfa
9007	GONAL-F PEN SOLUCION INYECTABLE	0	6176	Folitropina alfa
9008	LUVERIS 75UI	0	124	Gonadotropina menopáusica humana
9009	OVIDREL	0	5494	Coriogonadotropina alfa
9010	SAIZEN 24UI	0	1339	Somatotropina
9011	SINFLU	0	740	Paracetamol
9013	T.R.O. 75 SALES HIDRATANTES	9	977	Potasio cloruro
9013	T.R.O. 75 SALES HIDRATANTES	9	1305	Sodio citrato
9013	T.R.O. 75 SALES HIDRATANTES	9	1306	Sodio cloruro
9013	T.R.O. 75 SALES HIDRATANTES	9	1754	Glucosa
9014	ANSOLAR LOCION FPS 60	0	862	Factor de protección solar (FPS)
9016	DIMENOX	0	4313	Vitex agnus-castus L.
9017	OSTEOFIX	0	6177	Symphytum officinale L.
9019	ARTRILAB	0	4168	Leflunomida
9020	ADOPLAN	0	2975	Lisina clonixinato
9021	CARBOTOS	0	1925	Carbocisteína
9022	CROTALGINA GOTAS	1	1587	Hioscina butilbromuro
9022	CROTALGINA GOTAS	2	1785	Dipirona
9023	CROTAX	1	2062	Seudoefedrina
9023	CROTAX	2	2465	Clorfeniramina
9023	CROTAX	3	740	Paracetamol
9024	DOLO-ESAN	0	740	Paracetamol
9025	DOLO-ESAN GOTAS	0	740	Paracetamol
9026	DOLO-ESAN PERIODO MENSTRUAL	1	740	Paracetamol
9026	DOLO-ESAN PERIODO MENSTRUAL	2	2811	Pamabrom
9026	DOLO-ESAN PERIODO MENSTRUAL	3	2001	Mepiramina
9027	DOLO-ESAN SUPOSITORIO	0	740	Paracetamol
9028	ESAMIGRAN	1	1575	Ergotamina
9028	ESAMIGRAN	2	1785	Dipirona
9028	ESAMIGRAN	3	735	Cafeína
9029	ESAMISOL COMPUESTO	1	2062	Seudoefedrina
9029	ESAMISOL COMPUESTO	2	2465	Clorfeniramina
9029	ESAMISOL COMPUESTO	3	740	Paracetamol
9030	ESAMISOL COMPUESTO DIA Y NOCHE	1	2062	Seudoefedrina
9030	ESAMISOL COMPUESTO DIA Y NOCHE	2	740	Paracetamol
9030	ESAMISOL COMPUESTO DIA Y NOCHE	3	2465	Clorfeniramina
9031	ESAMISOL GOTAS	1	2062	Seudoefedrina
9031	ESAMISOL GOTAS	2	2465	Clorfeniramina
9032	ESANCOL	1	1181	Nifuroxazida
9032	ESANCOL	2	1707	Ftalilsulfatiazol
9033	ESANCORT CREMA TOPICA	0	616	Betametasona
9034	ESANFLU	0	264	Ambroxol
9035	ESANFRIX CREMA TOPICA	1	473	Metilo salicilato
9035	ESANFRIX CREMA TOPICA	2	2060	Fenilbutazona
9036	ESANTERM	0	128	Ibuprofeno
9037	ESANTERM FORTE SUSPENSION	0	128	Ibuprofeno
9038	ESANTOP	0	4056	Sildenafil
9039	ESANTUSS	1	692	Bromhexina
9039	ESANTUSS	2	531	Clofedianol
9040	FLAMESAN	0	1158	Diclofenac sódico
9041	FLAMESAN GEL TOPICO 1,16%	0	1159	Diclofenac dietilamina
9042	FLAMESAN SUPOSITORIOS	0	1158	Diclofenac sódico
9043	FLEMIBRON	1	1049	Codeína
9043	FLEMIBRON	2	2062	Seudoefedrina
9043	FLEMIBRON	3	2465	Clorfeniramina
9044	NONALER	0	867	Cetirizina
9045	SOFTCAIN CREMA TOPICA	9	194	Alcanfor
9045	SOFTCAIN CREMA TOPICA	9	449	Mentol
9045	SOFTCAIN CREMA TOPICA	9	596	Benzocaína
9045	SOFTCAIN CREMA TOPICA	9	2126	Irgasán
9046	PANAGESIC PERIODO MENSTRUAL	1	740	Paracetamol
9046	PANAGESIC PERIODO MENSTRUAL	2	2811	Pamabrom
9046	PANAGESIC PERIODO MENSTRUAL	3	2001	Mepiramina
9047	FLAPEX FORTE	0	1291	Simeticona
9050	RECOVER OL	9	65	Ascórbico ácido
9050	RECOVER OL	9	210	Alfa tocoferol
9050	RECOVER OL	9	654	Vitamina A
9050	RECOVER OL	9	920	Citrobioflavonoides
9050	RECOVER OL	9	4271	Kójico ácido
9050	RECOVER OL	9	4682	Arbutina
9051	PEPTIVEL Q	9	81	Vitamina B12
9051	PEPTIVEL Q	9	335	Levoglutamina
9051	PEPTIVEL Q	9	366	Lisina
9051	PEPTIVEL Q	9	791	Pantoténico ácido
9051	PEPTIVEL Q	9	1372	Taurina
9051	PEPTIVEL Q	9	1926	Carnitina
9051	PEPTIVEL Q	9	3076	Sodio hialuronato
9051	PEPTIVEL Q	9	3674	Ubiquinona
9051	PEPTIVEL Q	9	4271	Kójico ácido
9051	PEPTIVEL Q	9	4682	Arbutina
9055	LACTULOSA	0	304	Lactulosa
9056	PLAZOLIT	0	1227	Propinoxato
9057	LOPREN	0	6342	Losartán potásico
9058	LOPREN - D	1	3124	Losartán
9058	LOPREN - D	2	22	Hidroclorotiazida
9060	PRECENID	1	128	Ibuprofeno
9060	PRECENID	2	1785	Dipirona
9060	PRECENID	3	2084	Clormezanona
9061	ISTEFRAL	0	1364	Sulpirida
9062	TRICOXANE 5%	0	499	Minoxidil
9063	LOSARBON	0	3124	Losartán
9064	XARELTO	0	6180	Rivaroxabán
9065	BIOMICIN	0	932	Clindamicina
9066	CANDEX-D	1	4086	Candesartán cilexetil
9066	CANDEX-D	2	22	Hidroclorotiazida
9067	CANDEX	0	4086	Candesartán cilexetil
9068	DISGREN AAS 81	0	55	Acetilsalicílico ácido
9071	CORTYK	0	1127	Dexametasona
9072	VALACOR	0	3277	Valsartán
9073	VALACOR D	1	3277	Valsartán
9073	VALACOR D	2	22	Hidroclorotiazida
9076	VITIS ORTHODONTIC COLUTORIO	1	1934	Cetilpiridinio
9076	VITIS ORTHODONTIC COLUTORIO	2	1314	Sodio fluoruro
9089	REGENEX	0	1266	Finasteride
9090	MIRCERA	0	6181	Metoxipolietilenglicol-epoetina beta
9091	ALTAZINC	0	889	Cinc
9092	NYSKIN	0	3914	Adapaleno
9093	VALAX	0	3277	Valsartán
9094	VALAXAM	1	3277	Valsartán
9094	VALAXAM	2	2222	Amlodipina
9108	HEPTA	0	2457	Eritropoyetina
9109	NIASPAN	0	216	Nicotínico ácido
9111	LUPRON DEPOT 22.5MG	0	1128	Leuprolide acetato
9112	LUPRON DEPOT 3.75MG	0	1128	Leuprolide acetato
9113	LUPRON DEPOT 7.5MG	0	1128	Leuprolide acetato
9114	DACOGEN	0	6034	Decitabina
9115	GALVUS	0	6151	Vildagliptina
9116	TASIGNA	0	6153	Nilotinib
9117	ALGIAFIN	0	740	Paracetamol
9118	ATENOLOL	0	364	Atenolol
9119	ENALAPRIL	0	1556	Enalapril
9121	SERTRALINA CLORHIDRATO	0	1630	Sertralina
9122	ISDIN ACNIBEN GEL LIMPIADOR	1	106	Láctico ácido
9122	ISDIN ACNIBEN GEL LIMPIADOR	2	2953	Arginina
9124	LEVORIGOTAX	0	5484	Levocetirizina
9125	MUCIVIL	0	2613	Terbinafina
9126	NEO-ALLEDRYL	0	4831	Desloratadina
9127	PYCNOGENOL	0	6373	Pinus pinaster
9163	QUETIAZIC	0	4140	Quetiapina
9191	SCRUB-ATLAS	0	101	Glicólico ácido
9192	KAONOL	0	4062	Ivermectina
9193	HIPERFLEX K	1	1090	Glucosamina
9193	HIPERFLEX K	2	4659	Condroitinsulfato
9194	EXELON PARCHE 10	0	4055	Rivastigmina
9196	NAXODOL PLUS	1	740	Paracetamol
9196	NAXODOL PLUS	2	24	Tramadol
9197	VARTALAN 320MG	0	3277	Valsartán
9199	ESCITALOPRAM	0	5094	Escitalopram
9200	GAMAVIT B6 GRAGEAS	9	836	Piridoxina
9200	GAMAVIT B6 GRAGEAS	9	2746	GABA
9200	GAMAVIT B6 GRAGEAS	9	2865	GABOB
9200	GAMAVIT B6 GRAGEAS	9	4535	BGM
9201	GAMAVIT B6 SOLUCION ORAL	9	836	Piridoxina
9201	GAMAVIT B6 SOLUCION ORAL	9	2746	GABA
9201	GAMAVIT B6 SOLUCION ORAL	9	2865	GABOB
9201	GAMAVIT B6 SOLUCION ORAL	9	4535	BGM
9202	ZURCAL	0	717	Pantoprazol
9203	KEPPRA	0	4396	Levetiracetam
9204	NOOTROPYL	0	816	Piracetam
9205	ISMO	0	218	Isosorbide 5-mononitrato
9206	AERIUS D	1	4831	Desloratadina
9206	AERIUS D	2	2062	Seudoefedrina
9208	NOVACILINA 750MG	0	4029	Levofloxacino
9210	CAPILET FOTOPROTECTOR	9	862	Factor de protección solar (FPS)
9210	CAPILET FOTOPROTECTOR	9	2589	Aceite de soja
9210	CAPILET FOTOPROTECTOR	9	2709	Aceite de oliva
9224	XINDER LOCION CAPILAR 0,05%	0	942	Clobetasol
9225	MICOPIROX LACA	0	880	Ciclopirox
9292	A-COLEST TG	0	4707	Alfa-linolénico ácido
9293	TORISEL	0	6100	Temsirolimús
9294	LYCOPROST	0	5496	Licopeno
9298	GOFYL	0	4140	Quetiapina
9299	ENCIFER	0	6182	Hierro sacarosa
9300	ENDOFALK	1	945	Polietilenglicol
9300	ENDOFALK	2	5932	Electrolitos
9301	FUNGOS 500	0	1039	Clotrimazol
9302	FUNGOS	0	1039	Clotrimazol
9303	TRADOX FT	0	3254	Lamotrigina
9304	HENOXIL	0	2720	Enoxaparina sódica
9305	CITALOPRAM	0	2999	Citalopram
9306	ANFIBOL	0	4842	Nebivolol
9307	NORVETAL CC	0	4732	Levonorgestrel + etinilestradiol
9308	SAVLES	0	6185	Aceite de nuez de coco nucifera
9311	TARIPEL GEL	1	932	Clindamicina
9311	TARIPEL GEL	2	1445	Tretinoína
9312	ELTOVEN	0	4081	Tolterodina
9313	ASPARTAME	0	358	Aspartamo
9314	ENDULZA	0	1269	Sacarina sódica
9315	ENDULZANTE LIQUIDO	1	1269	Sacarina sódica
9315	ENDULZANTE LIQUIDO	2	2295	Ciclamato
9316	SUCRALOSA	0	4636	Sucralosa
9318	CARIAX GINGIVAL ENJUAGUE BUCAL	1	1014	Clorhexidina
9318	CARIAX GINGIVAL ENJUAGUE BUCAL	2	1314	Sodio fluoruro
9318	CARIAX GINGIVAL ENJUAGUE BUCAL	3	1269	Sacarina sódica
9319	CARIAX PASTA DENTIFRICA	1	1014	Clorhexidina
9319	CARIAX PASTA DENTIFRICA	2	1314	Sodio fluoruro
9319	CARIAX PASTA DENTIFRICA	3	1269	Sacarina sódica
9320	ORTHOKIN ENJUAGUE BUCAL	1	1014	Clorhexidina
9320	ORTHOKIN ENJUAGUE BUCAL	2	889	Cinc
9320	ORTHOKIN ENJUAGUE BUCAL	3	1314	Sodio fluoruro
9321	ACTISER-T PUMP	0	1387	Testosterona
9322	AVENE CLEANANCE K	9	106	Láctico ácido
9322	AVENE CLEANANCE K	9	131	Salicílico ácido
9322	AVENE CLEANANCE K	9	889	Cinc
9322	AVENE CLEANANCE K	9	3091	Cucurbita pepo L.
9322	AVENE CLEANANCE K	9	5132	Agua termal
9323	DIOLASA	0	4582	Lactasa
9324	HORMOGEL PUMP	0	1600	Estradiol
9325	HORMORAL-200	0	1033	Progesterona
9327	PLUSEFEC	0	4056	Sildenafil
9328	FIBROX XR	0	873	Ciclobenzaprina
9330	ISDIN NUTRATOPIC RX CUIDADO DERMAT.CREMA	9	62	Aminoacético ácido
9330	ISDIN NUTRATOPIC RX CUIDADO DERMAT.CREMA	9	105	Linoleico ácido
9330	ISDIN NUTRATOPIC RX CUIDADO DERMAT.CREMA	9	574	Nicotinamida
9330	ISDIN NUTRATOPIC RX CUIDADO DERMAT.CREMA	9	1666	Polidocanol
9330	ISDIN NUTRATOPIC RX CUIDADO DERMAT.CREMA	9	1745	Glicerina
9330	ISDIN NUTRATOPIC RX CUIDADO DERMAT.CREMA	9	3494	Ceramidas
9330	ISDIN NUTRATOPIC RX CUIDADO DERMAT.CREMA	9	4686	Manteca de karité
9331	MICODUAL SHAMPOO	1	4236	Climbazol
9331	MICODUAL SHAMPOO	2	3156	Piroctona
9332	REVI-ATLAS	9	47	Acidos grasos esenciales
9332	REVI-ATLAS	9	101	Glicólico ácido
9332	REVI-ATLAS	9	210	Alfa tocoferol
9332	REVI-ATLAS	9	1943	Hialurónico ácido
9336	CLAVINEX XR	0	3013	Amoxicilina + ácido clavulánico
9337	NATICARE	1	1514	Vitaminas
9337	NATICARE	2	497	Minerales
9338	EMOLAN LAPIZ DESCONGESTIVO LOCAL	9	131	Salicílico ácido
9338	EMOLAN LAPIZ DESCONGESTIVO LOCAL	9	715	Pantenol
9338	EMOLAN LAPIZ DESCONGESTIVO LOCAL	9	889	Cinc
9338	EMOLAN LAPIZ DESCONGESTIVO LOCAL	9	1458	Trietanolamina
9338	EMOLAN LAPIZ DESCONGESTIVO LOCAL	9	1514	Vitaminas
9338	EMOLAN LAPIZ DESCONGESTIVO LOCAL	9	1776	Hamamelis
9338	EMOLAN LAPIZ DESCONGESTIVO LOCAL	9	2829	Bisabolol
9338	EMOLAN LAPIZ DESCONGESTIVO LOCAL	9	2917	Aesculus hippocastanum L.
9339	ORIGINAL SWEET SUCRALOSA	0	4636	Sucralosa
9340	AMULSIN	0	3915	Olanzapina
9341	DERMATEN	0	2113	Mometasona
9344	MALARONE	1	6157	Atovacuona
9344	MALARONE	2	6193	Proguanilo
9345	SYNFLORIX	0	5100	Vacuna antineumocócica
9346	WELLBUTRIN XL	0	4203	Bupropión
9347	BIOTONUS	9	65	Ascórbico ácido
9347	BIOTONUS	9	210	Alfa tocoferol
9347	BIOTONUS	9	434	Manganeso
9347	BIOTONUS	9	614	Beta caroteno
9347	BIOTONUS	9	889	Cinc
9347	BIOTONUS	9	1046	Cobre
9347	BIOTONUS	9	1629	Selenio
9348	PROGRAF XL	0	3916	Tacrolimús
9349	LOSARTAN	0	3124	Losartán
9352	EUVIRAX	0	4201	Oseltamivir
9353	INFEX SACHET	0	923	Claritromicina
9354	DHA MATHERN	1	82	Docosahexaenoico ácido
9354	DHA MATHERN	2	87	Eicosapentaenoico ácido
9356	ALLEGRA SUSPENSION	0	3990	Fexofenadina
9357	FASLODEX	0	5412	Fulvestrant
9358	SEROQUEL XR	0	4140	Quetiapina
9359	VANNAIR	1	2317	Budesónida
9359	VANNAIR	2	3243	Formoterol
9365	DICARTEL	0	2161	Carvedilol
9383	VERALPRES	0	3277	Valsartán
9384	VERALPRES D	1	3277	Valsartán
9384	VERALPRES D	2	22	Hidroclorotiazida
9388	GALVUS MET FCT	1	6151	Vildagliptina
9388	GALVUS MET FCT	2	2185	Metformina
9389	RASILEZ D	1	6091	Aliskiren
9389	RASILEZ D	2	22	Hidroclorotiazida
9390	VOLTAREN FCT	0	1158	Diclofenac sódico
9392	AMARYL M	1	3248	Glimepirida
9392	AMARYL M	2	2185	Metformina
9393	ISDIN NUTRATOPIC GEL LIMPIADOR EMOLIENTE	9	62	Aminoacético ácido
9393	ISDIN NUTRATOPIC GEL LIMPIADOR EMOLIENTE	9	105	Linoleico ácido
9393	ISDIN NUTRATOPIC GEL LIMPIADOR EMOLIENTE	9	574	Nicotinamida
9393	ISDIN NUTRATOPIC GEL LIMPIADOR EMOLIENTE	9	1666	Polidocanol
9394	ISDIN NUTRATOPIC LOCION EMOLIENTE	9	62	Aminoacético ácido
9394	ISDIN NUTRATOPIC LOCION EMOLIENTE	9	574	Nicotinamida
9394	ISDIN NUTRATOPIC LOCION EMOLIENTE	9	1666	Polidocanol
9394	ISDIN NUTRATOPIC LOCION EMOLIENTE	9	1745	Glicerina
9394	ISDIN NUTRATOPIC LOCION EMOLIENTE	9	3494	Ceramidas
9394	ISDIN NUTRATOPIC LOCION EMOLIENTE	9	4686	Manteca de karité
9395	DRAINEUR	9	735	Cafeína
9395	DRAINEUR	9	1104	Kola extracto
9395	DRAINEUR	9	2939	Foeniculum vulgare
9395	DRAINEUR	9	3740	Achicoria extracto
9395	DRAINEUR	9	4550	Ilex paraguariensis St. Hill
9395	DRAINEUR	9	5270	Thea sinensis
9396	MIGRASTICK	0	34	Aceites esenciales
9397	REBAKOL	0	6079	Fitoesteroles
9398	PHYTOBRONZ	9	1789	Aceite de germen de trigo
9398	PHYTOBRONZ	9	2895	Lecitina
9398	PHYTOBRONZ	9	4105	Arctostaphylos uva-ursi L.
9398	PHYTOBRONZ	9	4573	Borraja
9398	PHYTOBRONZ	9	5686	Luteína
9399	DARMAS	0	4827	Ibandrónico ácido
9400	GLIDANIL-G	1	2185	Metformina
9400	GLIDANIL-G	2	1741	Glibenclamida
9401	VACPER	0	3253	Valaciclovir
9402	FERRORAL FOL	1	85	Hierro
9402	FERRORAL FOL	2	97	Fólico ácido
9402	FERRORAL FOL	3	81	Vitamina B12
9403	ILINOL	0	2847	Hidroxicloroquina
9404	CARISTOP 5000	0	1314	Sodio fluoruro
9405	DOLORUB GEL DERMICO	0	128	Ibuprofeno
9406	SINTOSIN JARABE	0	969	Hedera helix
9407	TAPSININSTAFLU COMPUESTO PLUS	1	740	Paracetamol
9407	TAPSININSTAFLU COMPUESTO PLUS	2	2062	Seudoefedrina
9407	TAPSININSTAFLU COMPUESTO PLUS	3	2465	Clorfeniramina
9408	TALCO ALOE-PROPOLEO	1	3714	Talco
9408	TALCO ALOE-PROPOLEO	2	4031	Propóleo
9408	TALCO ALOE-PROPOLEO	3	224	Aloe vera
9409	EXFOLIANTE NATURAL AFRECHO-PROPOLEO-MIEL	9	1745	Glicerina
9409	EXFOLIANTE NATURAL AFRECHO-PROPOLEO-MIEL	9	2700	Miel
9409	EXFOLIANTE NATURAL AFRECHO-PROPOLEO-MIEL	9	2914	Avena
9409	EXFOLIANTE NATURAL AFRECHO-PROPOLEO-MIEL	9	4031	Propóleo
9410	JABON CREMA UREA-PROPOLEO	1	1480	Urea
9410	JABON CREMA UREA-PROPOLEO	2	4031	Propóleo
9410	JABON CREMA UREA-PROPOLEO	3	1326	Sodio laurilsulfato
9411	ZILFIC FLASH	0	4056	Sildenafil
9412	CARDURA XL	0	2728	Doxazosín
9413	CELSENTRI	0	6149	Maraviroc
9414	BRONCATOX	0	3133	Levodropropizina
9415	OMNIC OCAS	0	3276	Tamsulosina
9416	ROXEPAR LC	0	2571	Paroxetina
9417	ABIOLEX DUO	0	314	Amoxicilina
9418	DALCIPRAN	0	4357	Milnaciprán
9420	GELICOL	0	4971	Etanol
9421	INMUCEL	1	6068	Probióticos
9421	INMUCEL	2	65	Ascórbico ácido
9422	MELIC B.D.	0	3058	Meloxicam
9423	SELERUP MASTICABLE	0	4056	Sildenafil
9426	PREMAT	1	2038	Hierro quelato
9426	PREMAT	2	97	Fólico ácido
9427	DIENCIL	9	171	Alantoína
9427	DIENCIL	9	1299	Sodio benzoato
9427	DIENCIL	9	3283	Permetol
9427	DIENCIL	9	3652	Provitamina B5
9428	FLUORENCIL	0	1678	Flúor
9431	GENUTEN	0	3586	Gemcitabina
9433	MICOTOPIC	0	633	Bifonazol
9435	EDUBEL	0	2797	Policarbófilo
9436	GYNORELLE 20	1	3507	Clormadinona
9436	GYNORELLE 20	2	1659	Etinilestradiol
9437	VARTALAN AM	1	2222	Amlodipina
9437	VARTALAN AM	2	3277	Valsartán
9438	GLIDANIL XR	0	2185	Metformina
9439	PRIMORIX	0	396	Loratadina
9440	TENSIVEL-D	1	3124	Losartán
9440	TENSIVEL-D	2	22	Hidroclorotiazida
9441	ADELL	0	4054	Orlistat
9444	ALTARGO	0	6104	Retapamulina
9445	ARILEX FT	0	5294	Aripiprazol
9446	BAXEMIN	0	298	Cefpodoxima
9448	NITEXOL	0	5476	Duloxetina
9449	TOGRAN	0	653	Omeprazol
9450	BAGOMIGRAL	0	4061	Naratriptán
9451	BANEDIF ZN	1	525	Bacitracina
9451	BANEDIF ZN	2	553	Neomicina
9452	GLICENEX SR	0	2185	Metformina
9453	UREALETI	1	1480	Urea
9453	UREALETI	2	715	Pantenol
9453	UREALETI	3	3494	Ceramidas
9454	URODIAL	0	2165	Flavoxato
9455	ENERDAY 6 HORAS	9	65	Ascórbico ácido
9455	ENERDAY 6 HORAS	9	97	Fólico ácido
