"DESCRIPTIONID_VTM"	"VTM"	"DESCRIPTIONID_VMP"	"VMP"
"7140311000999112"	"PREPARADO CON DIOSMINA"	"7019491000999116"	"DIOSMINA 600 MG COMPRIMIDO"
"7140331000999119"	"PREPARADO CON BUFLOMEDIL Y DIOSMINA"	"7140351000999113"	"BUFLOMEDIL 150 MG DIOSMINA 150 MG COMPRIMIDO"
"7140651000999117"	"PREPARADO CON OXELADINA"	"11062071000999119"	"OXELADINA 17.5 MG/ML SOLUCION EN ENVASE DE 15 ML"
"7140651000999117"	"PREPARADO CON OXELADINA"	"11102071000999110"	"OXELADINA 5 MG/5 ML SUSPENSION EN ENVASE DE 120 ML"
"7140651000999117"	"PREPARADO CON OXELADINA"	"11102081000999113"	"OXELADINA 5 MG/5 ML SUSPENSION EN ENVASE DE 150 ML"
"7140651000999117"	"PREPARADO CON OXELADINA"	"7167161000999117"	"OXELADINA 20 MG COMPRIMIDO"
"7140651000999117"	"PREPARADO CON OXELADINA"	"7167171000999111"	"OXELADINA 40 MG COMPRIMIDO"
"7140691000999110"	"PREPARADO CON BROMHEXINA Y OXELADINA"	"7140741000999112"	"BROMHEXINA 8 MG OXELADINA 20 MG COMPRIMIDO"
"7140861000999119"	"PREPARADO CON VERALIPRIDA"	"7160071000999114"	"VERALIPRIDA 100 MG COMPRIMIDO"
"7140921000999116"	"PREPARADO CON BROMAZEPAM Y VERALIPRIDA"	"7140961000999114"	"BROMAZEPAM 1,5 MG VERALIPRIDA 100 MG COMPRIMIDO"
"7140941000999110"	"PREPARADO CON BROMAZEPAM"	"5403901000999113"	"BROMAZEPAM 3 MG COMPRIMIDO"
"7140941000999110"	"PREPARADO CON BROMAZEPAM"	"6912241000999111"	"BROMAZEPAM 12 MG COMPRIMIDO"
"7140941000999110"	"PREPARADO CON BROMAZEPAM"	"6912291000999115"	"BROMAZEPAM 6 MG COMPRIMIDO"
"7141061000999117"	"PREPARADO CON IODURO TIBEZONIO"	"7141081000999114"	"IODURO TIBEZONIO 5 MG COMPRIMIDO"
"7141181000999110"	"PREPARADO CON AMOXICILINA Y BROVANEXINA"	"11129581000999119"	"AMOXICILINA 250 MG/5 ML BROVANEXINA 15 MG/5 ML SUSPENSION EN ENVASE DE 120 ML"
"7141181000999110"	"PREPARADO CON AMOXICILINA Y BROVANEXINA"	"11129601000999111"	"AMOXICILINA 500 MG/5 ML BROVANEXINA 15 MG/5 ML SUSPENSION EN ENVASE DE 120 ML"
"7141181000999110"	"PREPARADO CON AMOXICILINA Y BROVANEXINA"	"7141191000999113"	"AMOXICILINA 500 MG BROVANEXINA 30 MG COMPRIMIDO"
"7141281000999115"	"PREPARADO CON AMINEPTINA"	"7141381000999112"	"AMINEPTINA 100 MG COMPRIMIDO"
"7141311000999118"	"PREPARADO CON CITRATO CALCIO"	"10317701000999117"	"CITRATO DE CALCIO 1905 MG COMPRIMIDO"
"7141311000999118"	"PREPARADO CON CITRATO CALCIO"	"11098651000999116"	"CITRATO DE CALCIO 500 MG/5 ML SOLUCION EN ENVASE DE 200 ML"
"7141311000999118"	"PREPARADO CON CITRATO CALCIO"	"7141391000999110"	"CITRATO CALCIO 315 MG COMPRIMIDO"
"7141311000999118"	"PREPARADO CON CITRATO CALCIO"	"7141651000999113"	"CITRATO CALCIO 500 MG COMPRIMIDO"
"7141311000999118"	"PREPARADO CON CITRATO CALCIO"	"7141731000999110"	"CITRATO CALCIO 950 MG COMPRIMIDO"
"7141551000999112"	"PREPARADO CON ALVERINA"	"10459901000999114"	"ALVERINA 60 MG CAPSULA"
"7141561000999114"	"PREPARADO CON HIERRO FUMARATO"	"10709171000999118"	"HIERRO FUMARATO 200 MG SELLO"
"7141561000999114"	"PREPARADO CON HIERRO FUMARATO"	"7141611000999112"	"HIERRO FUMARATO 100 MG COMPRIMIDO"
"7141561000999114"	"PREPARADO CON HIERRO FUMARATO"	"7141671000999116"	"HIERRO FUMARATO 200 MG COMPRIMIDO"
"7141561000999114"	"PREPARADO CON HIERRO FUMARATO"	"7141711000999117"	"HIERRO FUMARATO 330 MG COMPRIMIDO"
"7141821000999118"	"PREPARADO CON HIERRO POLIMALTOSATO"	"10465731000999112"	"HIERRO POLIMALTOSATO 100 MG/2 ML SOLUCION EN AMPOLLA"
"7141821000999118"	"PREPARADO CON HIERRO POLIMALTOSATO"	"10473671000999110"	"HIERRO POLIMALTOSATO 50 MG COMPRIMIDO"
"7141821000999118"	"PREPARADO CON HIERRO POLIMALTOSATO"	"10525021000999110"	"HIERRO POLIMALTOSATO 50 MG/ML SOLUCION ORAL EN GOTERO DE 15 ML"
"7141821000999118"	"PREPARADO CON HIERRO POLIMALTOSATO"	"10525051000999119"	"HIERRO POLIMALTOSATO 50 MG/ML SOLUCION ORAL EN GOTERO DE 20 ML"
"7141821000999118"	"PREPARADO CON HIERRO POLIMALTOSATO"	"10638851000999112"	"HIERRO POLIMALTOSATO 178.6 MG/ML SOLUCION EN ENVASE GOTERO DE 30 ML"
"7141821000999118"	"PREPARADO CON HIERRO POLIMALTOSATO"	"7141861000999111"	"HIERRO POLIMALTOSATO 100 MG COMPRIMIDO"
"7141821000999118"	"PREPARADO CON HIERRO POLIMALTOSATO"	"7141971000999110"	"HIERRO POLIMALTOSATO 357 MG COMPRIMIDO"
"7141831000999115"	"PREPARADO CON ACIDO TIOCTICO"	"10493051000999117"	"ACIDO TIOCTICO 600 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"7141831000999115"	"PREPARADO CON ACIDO TIOCTICO"	"10493161000999116"	"ACIDO TIOCTICO 50 MG/2 ML SOLUCION EN AMPOLLA"
"7141831000999115"	"PREPARADO CON ACIDO TIOCTICO"	"7141871000999117"	"ACIDO TIOCTICO 200 MG COMPRIMIDO"
"7141831000999115"	"PREPARADO CON ACIDO TIOCTICO"	"7141881000999119"	"ACIDO TIOCTICO 25 MG COMPRIMIDO"
"7141831000999115"	"PREPARADO CON ACIDO TIOCTICO"	"7141891000999116"	"ACIDO TIOCTICO 50 MG COMPRIMIDO"
"7141831000999115"	"PREPARADO CON ACIDO TIOCTICO"	"7141911000999119"	"ACIDO TIOCTICO 600 MG COMPRIMIDO"
"7143891000999117"	"PREPARADO CON ACIDO ASCORBICO Y HESPERIDINA"	"7143931000999113"	"ACIDO ASCORBICO 100 MG HESPERIDINA 150 MG COMPRIMIDO"
"7143891000999117"	"PREPARADO CON ACIDO ASCORBICO Y HESPERIDINA"	"7143951000999119"	"ACIDO ASCORBICO 1000 MG HESPERIDINA 25 MG COMPRIMIDO"
"7143991000999112"	"PREPARADO CON HIDROSMINA"	"10590111000999118"	"HIDROSMINA 20 MG/G GEL EN ENVASE DE 40 G"
"7143991000999112"	"PREPARADO CON HIDROSMINA"	"7144021000999113"	"HIDROSMINA 200 MG COMPRIMIDO"
"7144001000999116"	"PREPARADO CON RUTOSIDO"	"11035761000999112"	"RUTOSIDOS 1000 MG/SOBRE POLVO EN SOBRES"
"7144001000999116"	"PREPARADO CON RUTOSIDO"	"11101621000999113"	"RUTOSIDOS 20 MG/G CREMA EN ENVASE DE 40 G"
"7144181000999113"	"PREPARADO CON DIHIDROERGOTOXINA"	"10419761000999119"	"DIHIDROERGOTOXINA 4.5 MG COMPRIMIDO"
"7144181000999113"	"PREPARADO CON DIHIDROERGOTOXINA"	"7019001000999116"	"MESILATO DE DIHIDROERGOTOXINA 1,5 MG COMPRIMIDO"
"7144181000999113"	"PREPARADO CON DIHIDROERGOTOXINA"	"7025661000999117"	"MESILATO DIHIDROERGOTOXINA 3 MG COMPRIMIDO"
"7144261000999110"	"PREPARADO CON ACIDO FOLICO Y HIERRO POLIMALTOSATO"	"10317571000999117"	"ACIDO FOLICO 0,5 MG HIERRO POLIMALTOSATO 100 MG COMPRIMIDO"
"7144261000999110"	"PREPARADO CON ACIDO FOLICO Y HIERRO POLIMALTOSATO"	"10376651000999119"	"ACIDO FOLICO 0.12 MG/5 ML HIERRO POLIMALTOSATO 50 MG/5 ML SUSPENSION EN FRASCO DE 120 ML"
"7144261000999110"	"PREPARADO CON ACIDO FOLICO Y HIERRO POLIMALTOSATO"	"7144531000999116"	"ACIDO FOLICO 350 MCG HIERRO POLIMALTOSATO 100 MG COMPRIMIDO"
"7144301000999119"	"PREPARADO CON ACIDO FOLICO Y HIERRO FUMARATO"	"7144591000999117"	"ACIDO FOLICO 7,5 MG HIERRO FUMARATO 330 MG COMPRIMIDO"
"7144351000999115"	"PREPARADO CON FOSFOLIPIDOS"	"7144411000999113"	"FOSFOLIPIDOS 100 MG COMPRIMIDO"
"7144401000999110"	"PREPARADO CON CITICOLINA Y DIHIDROERGOTOXINA"	"7144451000999114"	"CITICOLINA 100 MG DIHIDROERGOTOXINA 45 MG COMPRIMIDO"
"7144401000999110"	"PREPARADO CON CITICOLINA Y DIHIDROERGOTOXINA"	"7144501000999111"	"CITICOLINA 250 MG DIHIDROERGOTOXINA 4.5 MG COMPRIMIDO"
"7144491000999116"	"PREPARADO CON FLUOR"	"7144571000999118"	"FLUOR 10 MG COMPRIMIDO"
"7144611000999110"	"PREPARADO CON FLUNARIZINA"	"7144641000999114"	"FLUNARIZINA 5 MG COMPRIMIDO"
"7144611000999110"	"PREPARADO CON FLUNARIZINA"	"7144671000999119"	"FLUNARIZINA 10 MG COMPRIMIDO"
"7144611000999110"	"PREPARADO CON FLUNARIZINA"	"7144701000999118"	"FLUNARIZINA 10 MG COMPRIMIDO LIBERACION MODIFICADA"
"7144651000999111"	"PREPARADO CON ALCACHOFA"	"10639011000999112"	"ALCACHOFA 300 MG/ML SOLUCION EN ENVASE DE ACUOSA 30 ML"
"7144651000999111"	"PREPARADO CON ALCACHOFA"	"11043961000999110"	"ALCACHOFA 100 MG/ML SOLUCION EN FRASCO GOTERO DE 60 ML"
"7144651000999111"	"PREPARADO CON ALCACHOFA"	"11064821000999115"	"ALCACHOFA 0.7 ML/ML SOLUCION ORAL EN ENVASE DE 40 ML"
"7144651000999111"	"PREPARADO CON ALCACHOFA"	"11064831000999117"	"ALCACHOFA 0.7 ML/ML SOLUCION ORAL EN ENVASE DE 120 ML"
"7144651000999111"	"PREPARADO CON ALCACHOFA"	"11249861000999113"	"ALCACHOFA 150 MG/ML SOLUCION EN ENVASE DE 60 ML"
"7144651000999111"	"PREPARADO CON ALCACHOFA"	"7144791000999112"	"ALCACHOFA 200 MG COMPRIMIDO"
"7144821000999116"	"PREPARADO CON FLUBENDAZOL"	"11101071000999119"	"FLUBENDAZOL 100 MG/5 ML SUSPENSION EN ENVASE DE 30 ML"
"7144821000999116"	"PREPARADO CON FLUBENDAZOL"	"7144851000999112"	"FLUBENDAZOL 100 MG COMPRIMIDO"
"7145001000999115"	"PREPARADO CON FLOROGLUCINOL"	"11109681000999113"	"FLOROGLUCINOL 80 MG/ML SOLUCION EN FRASCO GOTERO DE 20 ML"
"7145001000999115"	"PREPARADO CON FLOROGLUCINOL"	"7145061000999119"	"FLOROGLUCINOL 80 MG COMPRIMIDOS"
"7145071000999113"	"PREPARADO CON ALOE VERA"	"10383541000999118"	"ALOE VERA 1000 MG/G GEL EN ENVASE DE 100 GR"
"7145071000999113"	"PREPARADO CON ALOE VERA"	"10383551000999116"	"ALOE VERA 1000 MG/G GEL EN ENVASE DE 40 GR"
"7145071000999113"	"PREPARADO CON ALOE VERA"	"10934561000999115"	"ALOE VERA 1000 MG/G CREMA EN ENVASE DE 60 GR"
"7145071000999113"	"PREPARADO CON ALOE VERA"	"11205241000999117"	"ALOE VERA 25 MG/ML SOLUCION TOPICA EN ENVASE DE 30 ML"
"7145071000999113"	"PREPARADO CON ALOE VERA"	"12994201000999117"	"ALOE VERA 30 MG/ML EMULSION EN ENVASE DE 120 ML"
"7145071000999113"	"PREPARADO CON ALOE VERA"	"7145301000999118"	"ALOE VERA 470 MG COMPRIMIDO"
"7145071000999113"	"PREPARADO CON ALOE VERA"	"7145311000999115"	"ALOE VERA 5 MG COMPRIMIDO"
"7145141000999119"	"PREPARADO CON CASTAÑA DE INDIAS Y BIOFLAVONOIDES"	"7145161000999115"	"CASTAÑO DE INDIAS 75 MG BIOFLAVONOIDES 1,5 MG COMPRIMIDO"
"7145271000999115"	"PREPARADO CON FENITOINA CALCICA"	"10543281000999117"	"FENITOINA CALCICA 100 MG COMPRIMIDO"
"7145371000999111"	"PREPARADO CON FENILALANINA"	"7145411000999112"	"FENILALANINA 50 MG COMPRIMIDO"
"7145381000999114"	"PREPARADO CON ARGININA"	"11075481000999113"	"ARGININA 1.5 GR/DOSIS SOLUCION EN FRASCO MONODOSIS"
"7145381000999114"	"PREPARADO CON ARGININA"	"11080121000999116"	"ARGININA 10% SOLUCION EN SACHET DE 250 ML"
"7145381000999114"	"PREPARADO CON ARGININA"	"11081021000999112"	"ARGININA 750 MG/5 ML SOLUCION ORAL EN ENVASE DE 200 ML"
"7145381000999114"	"PREPARADO CON ARGININA"	"7145431000999119"	"ARGININA 250 MG COMPRIMIDO"
"7145381000999114"	"PREPARADO CON ARGININA"	"8644511000999115"	"ARGININA 750 MG, CAPSULA"
"7145481000999118"	"PREPARADO CON FEBUPROL"	"7145521000999118"	"FEBUPROL 100 MG COMPRIMIDO"
"7145491000999115"	"PREPARADO CON GINSENG"	"6901661000999116"	"GINSENG 100 MG COMPRIMIDO"
"7145491000999115"	"PREPARADO CON GINSENG"	"6901701000999111"	"GINSENG 24 MG COMPRIMIDO"
"7145491000999115"	"PREPARADO CON GINSENG"	"6901731000999116"	"GINSENG 250 MG COMPRIMIDO"
"7145491000999115"	"PREPARADO CON GINSENG"	"6901761000999112"	"GINSENG 300 MG COMPRIMIDO"
"7145561000999111"	"PREPARADO CON ARGININA Y GINSENG"	"7145581000999119"	"ARGININA 250 MG GINSENG 500 MG COMPRIMIDO"
"7145691000999117"	"PREPARADO CON ACIDO DEHIDROCOLICO Y ALCACHOFA"	"7145701000999117"	"ACIDO DEHIDROCOLICO 100 MG ALCACHOFA 100 MG COMPRIMIDO"
"7145911000999116"	"PREPARADO CON ALPRAZOLAM"	"11077481000999118"	"ALPRAZOLAM 1 MG/ML SOLUCION EN ENVASE DE 30 ML"
"7145911000999116"	"PREPARADO CON ALPRAZOLAM"	"5407251000999112"	"ALPRAZOLAM 1 MG COMPRIMIDO"
"7145911000999116"	"PREPARADO CON ALPRAZOLAM"	"5407281000999117"	"ALPRAZOLAM 2 MG COMPRIMIDO"
"7145911000999116"	"PREPARADO CON ALPRAZOLAM"	"6995541000999116"	"ALPRAZOLAM 0,5 MG COMPRIMIDO LIBERACION MODIFICADA"
"7145911000999116"	"PREPARADO CON ALPRAZOLAM"	"6995601000999117"	"ALPRAZOLAM 0,5 MG COMPRIMIDO"
"7145911000999116"	"PREPARADO CON ALPRAZOLAM"	"6995631000999112"	"ALPRAZOLAM 1 MG COMPRIMIDO LIBERACION MODIFICADA"
"7145911000999116"	"PREPARADO CON ALPRAZOLAM"	"6995681000999113"	"ALPRAZOLAM 2 MG COMPRIMIDO LIBERACION MODIFICADA"
"7145911000999116"	"PREPARADO CON ALPRAZOLAM"	"7141501000999113"	"ALPRAZOLAM 0,5 MG COMPRIMIDO SUBLINGUAL"
"7145911000999116"	"PREPARADO CON ALPRAZOLAM"	"8979601000999116"	"ALPRAZOLAM 1 MG, COMPRIMIDO SUBLINGUAL"
"7145961000999118"	"PREPARADO CON COLECALCIFEROL Y CITRATO CALCIO"	"7145981000999110"	"COLECALCIFEROL 400 UI CITRATO CALCIO 1500 MG COMPRIMIDO"
"7145961000999118"	"PREPARADO CON COLECALCIFEROL Y CITRATO CALCIO"	"7146001000999114"	"COLECALCIFEROL 5 MCG CITRATO CALCIO 1500 MG COMPRIMIDO"
"7145961000999118"	"PREPARADO CON COLECALCIFEROL Y CITRATO CALCIO"	"7146021000999117"	"COLECALCIFEROL 200 UI CITRATO CALCIO 1500 MG COMPRIMIDO"
"7145961000999118"	"PREPARADO CON COLECALCIFEROL Y CITRATO CALCIO"	"7169001000999111"	"CALCIO CITRATO 400 MG COLECALCIFEROL 10 MG COMPRIMIDO"
"7147051000999110"	"PREPARADO CON CENTELLA ASIATICA"	"10274201000999117"	"CENTELLA ASIATICA 10 MG, COMPRIMIDO"
"7147051000999110"	"PREPARADO CON CENTELLA ASIATICA"	"10436581000999119"	"CENTELLA ASIATICA 250 MG COMPRIMIDO"
"7147051000999110"	"PREPARADO CON CENTELLA ASIATICA"	"11092191000999119"	"CENTELLA ASIATICA 90 MG/SOBRE POLVO PARA DILUIR"
"7147051000999110"	"PREPARADO CON CENTELLA ASIATICA"	"7147321000999116"	"CENTELLA ASIATICA 50 MG COMPRIMIDO"
"7147051000999110"	"PREPARADO CON CENTELLA ASIATICA"	"7147341000999110"	"CENTELLA ASIATICA 400 MG COMPRIMIDO"
"7147051000999110"	"PREPARADO CON CENTELLA ASIATICA"	"7147361000999114"	"CENTELLA ASIATICA 30 MG COMPRIMIDO"
"7147051000999110"	"PREPARADO CON CENTELLA ASIATICA"	"7234741000999117"	"CENTELLA ASIATICA 100 MG COMPRIMIDO"
"7147101000999110"	"PREPARADO CON ACIDO DEHIDROCOLICO Y ACIDO DESOXICOLICO"	"7147121000999118"	"ACIDO DEHIDROCOLICO 20 MG ACIDO DESOXICOLICO 10 MG COMPRIMIDO"
"7147181000999119"	"PREPARADO CON FUCUS"	"10440451000999114"	"FUCUS 300 MG CAPSULA"
"7147221000999110"	"PREPARADO CON ACIDO ASCORBICO Y PERCARBONATO DE SODIO"	"7147411000999119"	"ACIDO ASCORBICO 100 MG PERCARBONATO DE SODIO 70 MG COMPRIMIDO"
"7147271000999111"	"PREPARADO CON CENTELLA ASIATICA Y FUCUS"	"10287511000999115"	"CENTELLA ASIATICA 70 MG, FUCUS 160 MG, COMPRIMIDO"
"7147271000999111"	"PREPARADO CON CENTELLA ASIATICA Y FUCUS"	"7147301000999113"	"CENTELLA ASIATICA 60 MG FUCUS 54,6 MG COMPRIMIDO"
"7147511000999118"	"PREPARADO CON CENTELLA ASIATICA Y ALGAS MARINAS"	"7147521000999113"	"CENTELLA ASIATICA 25 MG ALGAS MARINAS 100 MG COMPRIMIDO"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"10289641000999112"	"METAMIZOL SODICO 2000MG/4ML SOLUCION EN AMPOLLA DE 4 ML"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"10375051000999116"	"METAMIZOL SODICO 250 MG/5ML SUSPENSION EN FRASCO DE 120 ML"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"10375151000999117"	"METAMIZOL SODICO 250 MG/5ML SUSPENSION EN FRASCO DE 100 ML"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"10375161000999115"	"METAMIZOL SODICO 250 MG/5ML SUSPENSION EN FRASCO DE 90 ML"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"10375171000999114"	"METAMIZOL SODICO 250 MG/5ML SUSPENSION EN FRASCO DE 70 ML"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"10478951000999117"	"METAMIZOL SODICO 2000 MG/4 ML SOLUCION EN AMPOLLA"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"10787271000999119"	"DIPIRONA 1000 MG/2 ML SOLUCION EN AMPOLLA DE 2 ML"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"10787421000999116"	"DIPIRONA 250 MG/5 ML SUSPENSION EN FRASCO DE 200 ML"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"10787481000999117"	"DIPIRONA 2500MG/5ML SOLUCION INYECTABLE"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"10787561000999110"	"DIPIRONA 500 MG COMPRIMIDO"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"11075721000999117"	"METAMIZOL SODICO 500 MG/ML, SOLUCION EN GOTERO DE 30 ML"
"7147601000999115"	"PREPARADO CON METAMIZOL SODICO"	"7154351000999118"	"METAMIZOL SODICO 400 MG COMPRIMIDO"
"7147651000999116"	"PREPARADO CON METILBROMURO DE HOMATROPINA"	"10639331000999116"	"METILBROMURO DE HOMATROPINA 2 MG/ML SOLUCION EN ENVASE GOTERO DE 20 ML"
"7147651000999116"	"PREPARADO CON METILBROMURO DE HOMATROPINA"	"10698381000999115"	"METILBROMURO DE HOMATROPINA 4 MG COMPRIMIDO"
"7147651000999116"	"PREPARADO CON METILBROMURO DE HOMATROPINA"	"11056961000999118"	"METILBROMURO DE HOMATROPINA 4 MG/ML SOLUCION ORAL EN ENVASE DE 15 ML"
"7147691000999114"	"PREPARADO CON METAMIZOL SODICO Y METILBROMURO DE HOMATROPINA"	"11059801000999115"	"METAMIZOL SODICO 400 MG/ML METILBROMURO DE HOMATROPINA 1.5 MG/ML SOLUCION EN ENVASE DE 40 ML"
"7147691000999114"	"PREPARADO CON METAMIZOL SODICO Y METILBROMURO DE HOMATROPINA"	"11076261000999111"	"METAMIZOL SODICO 300 MG/ML METILBROMURO DE HOMATROPINA 5 MG/ML SOLUCION X 20 ML"
"7147691000999114"	"PREPARADO CON METAMIZOL SODICO Y METILBROMURO DE HOMATROPINA"	"7147731000999119"	"METAMIZOL SODICO 250 MG METILBROMURO DE HOMATROPINA 2 MG COMPRIMIDO"
"7147861000999118"	"PREPARADO CON METAMIZOL SODICO Y METILBROMURO DE OCTATROPINA"	"11061451000999110"	"METAMIZOL SODICO 250 MG/ML METILBROMURO DE OCTATROPINA 10 MG/ML SOLUCION EN ENVASE DE 30 ML"
"7147861000999118"	"PREPARADO CON METAMIZOL SODICO Y METILBROMURO DE OCTATROPINA"	"7147871000999112"	"METAMIZOL SODICO 500 MG METILBROMURO DE OCTATROPINA 20 MG COMPRIMIDO"
"7147971000999119"	"PREPARADO CON OXIDO DE MAGNESIO"	"10452801000999114"	"OXIDO DE MAGNESIO 100 MG CAPSULA"
"7147971000999119"	"PREPARADO CON OXIDO DE MAGNESIO"	"7004581000999117"	"OXIDO MAGNESIO 500 MG COMPRIMIDO"
"7148021000999118"	"PREPARADO CON SULFATO DE OXIPRENALINA"	"10491511000999113"	"SULFATO DE OXIPRENALINA 10 MCG/2 ML SOLUCION EN AMPOLLA"
"7148021000999118"	"PREPARADO CON SULFATO DE OXIPRENALINA"	"10492911000999114"	"SULFATO DE OXIPRENALINA 25 MCG/5 ML, SOLUCION EN AMPOLLA"
"7148021000999118"	"PREPARADO CON SULFATO DE OXIPRENALINA"	"7148121000999117"	"SULFATO DE OXIPRENALINA 0,5 MG COMPRIMIDO"
"7148111000999112"	"PREPARADO CON OXIDO DE MAGNESIO Y LACTATO DE MAGNESIO"	"7148131000999119"	"OXIDO DE MAGNESIO 332 MG LACTATO DE MAGNESIO 65 MG COMPRIMIDO"
"7148201000999117"	"PREPARADO CON PANTOTENATO CALCICO Y HIERRO FUMARATO"	"7148211000999119"	"PANTOTENATO CALCICO 11 MG HIERRO FUMARATO 20 MG COMPRIMIDO"
"7148271000999110"	"PREPARADO CON TRIMEBUTINA"	"11078061000999115"	"TRIMEBUTINA 100 MG/ML SOLUCION EN GOTERO DE 10 ML"
"7148271000999110"	"PREPARADO CON TRIMEBUTINA"	"11109081000999117"	"TRIMEBUTINA 19.5 MG/5 ML SUSPENSION RECONSTITUIDA EN ENVASE DE 250 ML"
"7148271000999110"	"PREPARADO CON TRIMEBUTINA"	"7148421000999113"	"TRIMEBUTINA 200 MG COMPRIMIDO"
"7148271000999110"	"PREPARADO CON TRIMEBUTINA"	"7148431000999111"	"TRIMEBUTINA 300 MG COMPRIMIDO LIBERACION MODIFICADA"
"7148271000999110"	"PREPARADO CON TRIMEBUTINA"	"7148451000999117"	"TRIMEBUTINA 300 MG COMPRIMIDO"
"7148371000999119"	"PREPARADO CON TRIMEBUTINA Y BROMAZEPAM"	"10452971000999114"	"TRIMEBUTINA 200 MG BROMAZEPAM 1.5 MG COMPRIMIDO"
"7148371000999119"	"PREPARADO CON TRIMEBUTINA Y BROMAZEPAM"	"7186671000999119"	"TRIMEBUTINA 100 MG BROMAZEPAM 1,5 MG COMPRIMIDO"
"7148441000999119"	"PREPARADO CON LEVOGLUTAMIDA"	"10367351000999115"	"LEVOGLUTAMIDA 200 MG/ML, SOLUCION EN FRASCO DE 100 ML"
"7148441000999119"	"PREPARADO CON LEVOGLUTAMIDA"	"10367361000999118"	"LEVOGLUTAMIDA 200 MG/ML, SOLUCION EN FRASCO DE 200 ML"
"7148441000999119"	"PREPARADO CON LEVOGLUTAMIDA"	"10491341000999116"	"LEVOGLUTAMIDA 20% SOLUCION INYECTABLE FRASCO DE 50 ML"
"7148441000999119"	"PREPARADO CON LEVOGLUTAMIDA"	"10491351000999119"	"LEVOGLUTAMIDA 20% SOLUCION INYECTABLE FRASCO DE 100 ML"
"7148441000999119"	"PREPARADO CON LEVOGLUTAMIDA"	"7148481000999112"	"LEVOGLUTAMIDA 1200 MG COMPRIMIDO"
"7148441000999119"	"PREPARADO CON LEVOGLUTAMIDA"	"7148501000999115"	"LEVOGLUTAMIDA 30 MG COMPRIMIDO"
"7148441000999119"	"PREPARADO CON LEVOGLUTAMIDA"	"7148521000999112"	"LEVOGLUTAMINA 800 MG COMPRIMIDO"
"7148641000999117"	"PREPARADO CON LEVOMEPROMAZINA"	"10521171000999110"	"LEVOMEPROMAZINA 10 MCG/ML SOLUCION EN GOTERO DE 30 ML"
"7148641000999117"	"PREPARADO CON LEVOMEPROMAZINA"	"10664191000999113"	"LEVOMEPROMAZINA 25 MG/ML, SOLUCION EN AMPOLLA DE 1 ML"
"7148641000999117"	"PREPARADO CON LEVOMEPROMAZINA"	"7148731000999118"	"LEVOMEPROMAZINA 100 MG COMPRIMIDO"
"7148641000999117"	"PREPARADO CON LEVOMEPROMAZINA"	"7148741000999110"	"LEVOMEPROMAZINA 2 MG COMPRIMIDO"
"7148641000999117"	"PREPARADO CON LEVOMEPROMAZINA"	"7148761000999114"	"LEVOMEPROMAZINA 25 MG COMPRIMIDO"
"7148851000999119"	"PREPARADO CON VALPROATO MAGNESIO"	"7148911000999114"	"VALPROATO MAGNESIO 200 MG COMPRIMIDO"
"7148851000999119"	"PREPARADO CON VALPROATO MAGNESIO"	"7148931000999116"	"VALPROATO MAGNESIO 400 MG COMPRIMIDO"
"7148851000999119"	"PREPARADO CON VALPROATO MAGNESIO"	"7148951000999110"	"VALPROATO MAGNESIO 500 MG COMPRIMIDO"
"7148891000999112"	"PREPARADO CON LORATADINA"	"10281861000999113"	"LORATADINA 10 MG, COMPRIMIDO DISPERSABLE"
"7148891000999112"	"PREPARADO CON LORATADINA"	"10371561000999114"	"LORATADINA 5 MG/5ML SUSPENSION EN FRASCO DE 60 ML"
"7148891000999112"	"PREPARADO CON LORATADINA"	"10371591000999119"	"LORATADINA 5 MG/5ML, SUSPENSION EN FRASCO DE 120 ML"
"7148891000999112"	"PREPARADO CON LORATADINA"	"10374691000999118"	"LORATADINA 5 MG/5ML, SUSPENSION EN FRASCO DE 50 ML"
"7148891000999112"	"PREPARADO CON LORATADINA"	"11047491000999116"	"LORATADINA 25 MG/5 ML JARABE EN ENVASE DE 60 ML"
"7148891000999112"	"PREPARADO CON LORATADINA"	"5408461000999111"	"LORATADINA 10 MG COMPRIMIDO"
"7148901000999111"	"PREPARADO CON LORATADINA Y AMBROXOL"	"10884261000999117"	"LORATADINA 5 MG/5 ML AMBROXOL 30 MG/5 ML SOLUCION EN ENVASE DE 120 ML"
"7148901000999111"	"PREPARADO CON LORATADINA Y AMBROXOL"	"11097951000999112"	"LORATADINA 5 MG/5 ML AMBROXOL 30 MG/5 ML JARABE EN ENVASE DE 60 ML"
