Productos_Clave	Productos_Descripcion	Importancia	AccionesTerapeuticas_Clave	AccionesTerapeuticas_Descripcion
8968	LAFAXIN XR	2	1123	Inhib. recaptación noradrenalina y serotonina
8969	HELIOCARE COMPACTO COLOREADO C LIGHT	9	549	Protector solar
8970	HELIOCARE COMPACTO OIL FREE COLOR LIGHT	9	549	Protector solar
8971	BALSAN	9	267	Corticosteroide tópico
8972	FARBICIL	9	92	Antimicótico
8973	ZUDENINA	9	37	Antiacneico tópico
8974	LACTACYD FEMINA	9	1159	Jabón íntimo que conserva el ph fisiológico
8976	ZOLADEX SS	9	576	Análogo LH-RH
8977	RELISTOR	9	1160	Antagonista opioide
8979	RELESTAT	9	431	Antialérgico oftálmico
8981	FINCIP 5	9	1162	Inhibidor de la acetilcolinesterasa
8982	FINCIP 10	9	1162	Inhibidor de la acetilcolinesterasa
8985	TAPSIN FORTE COMPRIMIDOS RECUBIERTOS	1	118	Analgésico
8985	TAPSIN FORTE COMPRIMIDOS RECUBIERTOS	2	121	Antipirético
8986	ELCAL-D PLUS	9	291	Calciterápico
8997	ENIFLEX DUO FORTE	9	169	Antiartrósico
8998	DOLOTEN	9	176	Analgésico central
8999	BETALOC ZOK	1	76	Antihipertensivo
8999	BETALOC ZOK	2	1163	Betabloqueante cardioselectivo
9002	PRADAXA	9	47	Anticoagulante
9005	CRINONE GEL VAGINAL 90MG/DOSIS	9	1171	Progestagenoterapia tópica
9006	GONAL-F	9	405	Gonadotrofinoterapia
9007	GONAL-F PEN SOLUCION INYECTABLE	9	405	Gonadotrofinoterapia
9008	LUVERIS 75UI	9	405	Gonadotrofinoterapia
9009	OVIDREL	9	405	Gonadotrofinoterapia
9010	SAIZEN 24UI	9	324	Somatotrófico
9011	SINFLU	1	118	Analgésico
9011	SINFLU	2	121	Antipirético
9013	T.R.O. 75 SALES HIDRATANTES	9	648	Electrolitoterapia
9014	ANSOLAR LOCION FPS 60	9	549	Protector solar
9016	DIMENOX	9	848	Síndrome y dolor premenstrual
9017	OSTEOFIX	9	1199	Trat. fracturas óseas, lesiones de ligamentos
9019	ARTRILAB	9	109	Inmunomodulador
9020	ADOPLAN	1	118	Analgésico
9020	ADOPLAN	2	112	Antiinflamatorio
9020	ADOPLAN	3	121	Antipirético
9021	CARBOTOS	1	235	Mucolítico
9021	CARBOTOS	2	458	Mucorregulador
9022	CROTALGINA GOTAS	1	5	Antiespasmódico
9022	CROTALGINA GOTAS	2	118	Analgésico
9023	CROTAX	1	174	Antigripal
9023	CROTAX	2	118	Analgésico
9023	CROTAX	3	121	Antipirético
9023	CROTAX	4	88	Antihistamínico
9024	DOLO-ESAN	1	118	Analgésico
9024	DOLO-ESAN	2	121	Antipirético
9025	DOLO-ESAN GOTAS	1	118	Analgésico
9025	DOLO-ESAN GOTAS	2	121	Antipirético
9026	DOLO-ESAN PERIODO MENSTRUAL	1	118	Analgésico
9026	DOLO-ESAN PERIODO MENSTRUAL	2	612	Antidismenorreico
9027	DOLO-ESAN SUPOSITORIO	1	118	Analgésico
9027	DOLO-ESAN SUPOSITORIO	2	121	Antipirético
9028	ESAMIGRAN	9	288	Antijaquecoso
9029	ESAMISOL COMPUESTO	1	118	Analgésico
9029	ESAMISOL COMPUESTO	2	141	Descongestivo
9029	ESAMISOL COMPUESTO	3	174	Antigripal
9030	ESAMISOL COMPUESTO DIA Y NOCHE	9	174	Antigripal
9031	ESAMISOL GOTAS	1	88	Antihistamínico
9031	ESAMISOL GOTAS	2	141	Descongestivo
9032	ESANCOL	9	25	Antidiarreico
9033	ESANCORT CREMA TOPICA	1	112	Antiinflamatorio
9033	ESANCORT CREMA TOPICA	2	267	Corticosteroide tópico
9034	ESANFLU	1	235	Mucolítico
9034	ESANFLU	2	145	Expectorante
9035	ESANFRIX CREMA TOPICA	1	118	Analgésico
9035	ESANFRIX CREMA TOPICA	2	112	Antiinflamatorio
9035	ESANFRIX CREMA TOPICA	3	162	Rubefaciente tópico
9036	ESANTERM	1	118	Analgésico
9036	ESANTERM	2	112	Antiinflamatorio
9036	ESANTERM	3	121	Antipirético
9037	ESANTERM FORTE SUSPENSION	1	118	Analgésico
9037	ESANTERM FORTE SUSPENSION	2	112	Antiinflamatorio
9037	ESANTERM FORTE SUSPENSION	3	121	Antipirético
9038	ESANTOP	9	709	Tratamiento de la disfunción eréctil
9039	ESANTUSS	1	179	Antitusivo
9039	ESANTUSS	2	1173	Broncosecretolítico
9040	FLAMESAN	1	112	Antiinflamatorio
9040	FLAMESAN	2	118	Analgésico
9040	FLAMESAN	3	121	Antipirético
9041	FLAMESAN GEL TOPICO 1,16%	1	112	Antiinflamatorio
9041	FLAMESAN GEL TOPICO 1,16%	2	393	Analgésico tópico
9042	FLAMESAN SUPOSITORIOS	1	112	Antiinflamatorio
9042	FLAMESAN SUPOSITORIOS	2	118	Analgésico
9042	FLAMESAN SUPOSITORIOS	3	121	Antipirético
9043	FLEMIBRON	1	88	Antihistamínico
9043	FLEMIBRON	2	141	Descongestivo
9043	FLEMIBRON	3	179	Antitusivo
9044	NONALER	9	88	Antihistamínico
9045	SOFTCAIN CREMA TOPICA	1	328	Anestésico
9045	SOFTCAIN CREMA TOPICA	2	95	Antiséptico
9045	SOFTCAIN CREMA TOPICA	3	178	Antipruriginoso
9046	PANAGESIC PERIODO MENSTRUAL	1	118	Analgésico
9046	PANAGESIC PERIODO MENSTRUAL	2	612	Antidismenorreico
9047	FLAPEX FORTE	9	3	Antiflatulento
9050	RECOVER OL	9	1181	Suero corrector antienvejecimiento
9051	PEPTIVEL Q	9	1182	Lifting tópico antienvejecimiento
9055	LACTULOSA	9	754	Laxante osmótico
9056	PLAZOLIT	9	5	Antiespasmódico
9057	LOPREN	9	191	Hipotensor
9058	LOPREN - D	9	191	Hipotensor
9060	PRECENID	1	114	Relajante muscular
9060	PRECENID	2	118	Analgésico
9061	ISTEFRAL	9	130	Antidepresivo
9062	TRICOXANE 5%	9	382	Antialopécico
9063	LOSARBON	9	76	Antihipertensivo
9064	XARELTO	9	47	Anticoagulante
9065	BIOMICIN	1	544	Antibiótico vaginal
9065	BIOMICIN	2	218	Bactericida
9066	CANDEX-D	1	76	Antihipertensivo
9066	CANDEX-D	2	77	Diurético
9067	CANDEX	9	76	Antihipertensivo
9068	DISGREN AAS 81	9	167	Antiagregante plaquetario
9071	CORTYK	1	94	Corticosteroide
9071	CORTYK	2	1074	Antiinflamatorio esteroide
9071	CORTYK	3	156	Inmunosupresor
9072	VALACOR	9	76	Antihipertensivo
9073	VALACOR D	1	76	Antihipertensivo
9073	VALACOR D	2	77	Diurético
9076	VITIS ORTHODONTIC COLUTORIO	9	1174	Antiséptico para aparatos de ortodoncia
9080	SANORAL CREMA DENTAL BLANC	9	1185	Crema dental
9081	SANORAL CREMA DENTAL GINGIVAL	9	1185	Crema dental
9082	SANORAL TABLETAS REVELADORAS 2TONE	9	1184	Tabletas reveladoras de placa bacteriana
9089	REGENEX	9	382	Antialopécico
9090	MIRCERA	9	1164	Agente estimulador de la eritropoyesis (AEE)
9092	NYSKIN	9	37	Antiacneico tópico
9093	VALAX	9	76	Antihipertensivo
9094	VALAXAM	9	76	Antihipertensivo
9108	HEPTA	9	69	Antianémico
9109	NIASPAN	9	73	Hipolipemiante
9111	LUPRON DEPOT 22.5MG	9	436	Inhibidor gonadotrópico
9112	LUPRON DEPOT 3.75MG	9	436	Inhibidor gonadotrópico
9113	LUPRON DEPOT 7.5MG	9	436	Inhibidor gonadotrópico
9114	DACOGEN	9	247	Antineoplásico
9115	GALVUS	9	419	Hipoglucemiante oral
9116	TASIGNA	9	247	Antineoplásico
9117	ALGIAFIN	1	121	Antipirético
9117	ALGIAFIN	2	112	Antiinflamatorio
9117	ALGIAFIN	3	474	Analgésico no esteroide
9118	ATENOLOL	1	1163	Betabloqueante cardioselectivo
9118	ATENOLOL	2	76	Antihipertensivo
9119	ENALAPRIL	1	76	Antihipertensivo
9119	ENALAPRIL	2	84	Inhibidor de la ECA
9121	SERTRALINA CLORHIDRATO	9	130	Antidepresivo
9122	ISDIN ACNIBEN GEL LIMPIADOR	9	941	Higiene de la piel
9123	ISDIN ACNIBEN GEL-CREMA EQUILIBRANTE	9	547	Hidratante
9124	LEVORIGOTAX	1	142	Antialérgico
9124	LEVORIGOTAX	9	88	Antihistamínico
9125	MUCIVIL	9	229	Antifúngico
9126	NEO-ALLEDRYL	9	142	Antialérgico
9127	PYCNOGENOL	9	295	Antioxidante
9157	REDERMIC OJOS	9	695	Dermatocosmético
9163	QUETIAZIC	9	525	Antipsicótico
9191	SCRUB-ATLAS	9	1168	Exfoliante de rostro y cuerpo
9192	KAONOL	9	135	Antiparasitario
9193	HIPERFLEX K	9	169	Antiartrósico
9194	EXELON PARCHE 10	9	1169	Inhibidor de colinesterasa c/select. cerebral
9196	NAXODOL PLUS	9	176	Analgésico central
9197	VARTALAN 320MG	1	76	Antihipertensivo
9197	VARTALAN 320MG	9	761	Antagonista específico de la angiotensina II
9199	ESCITALOPRAM	9	130	Antidepresivo
9200	GAMAVIT B6 GRAGEAS	9	286	Cerebrotónico
9201	GAMAVIT B6 SOLUCION ORAL	9	286	Cerebrotónico
9202	ZURCAL	9	7	Antiulceroso
9203	KEPPRA	9	171	Anticonvulsivo
9204	NOOTROPYL	9	133	Nootrópico
9205	ISMO	9	204	Vasodilatador coronario
9206	AERIUS D	1	142	Antialérgico
9206	AERIUS D	2	141	Descongestivo
9208	NOVACILINA 750MG	1	91	Antibiótico
9208	NOVACILINA 750MG	9	26	Antibacteriano
9210	CAPILET FOTOPROTECTOR	9	715	Fotoprotector
9215	HYDRACRISTAL CREMA TERMAL HIDRATANTE	9	695	Dermatocosmético
9216	HYDRACRISTAL FLUIDO TERMAL HIDRATANTE	9	695	Dermatocosmético
9220	ROSELIANE LOCION LIMPIADOR FACIAL FLUIDO	9	695	Dermatocosmético
9221	ROSELIANE CREMA	9	695	Dermatocosmético
9224	XINDER LOCION CAPILAR 0,05%	9	267	Corticosteroide tópico
9225	MICOPIROX LACA	9	92	Antimicótico
9292	A-COLEST TG	9	1176	Suplemento nutricional sistema cardiovascular
9293	TORISEL	9	247	Antineoplásico
9294	LYCOPROST	1	295	Antioxidante
9294	LYCOPROST	2	1177	Quimiopreventivo
9296	ISDIN ACNIBEN TOALLITAS HIGIENIZANTES	9	941	Higiene de la piel
9298	GOFYL	9	1179	Tratamiento de la esquizofrenia
9299	ENCIFER	1	69	Antianémico
9299	ENCIFER	2	1180	Suplemento de hierro
9300	ENDOFALK	1	1261	Solución oral de limpieza intestinal
9300	ENDOFALK	2	1262	Laxante intestinal
9301	FUNGOS 500	9	92	Antimicótico
9302	FUNGOS	9	205	Antimicótico de amplio espectro
9303	TRADOX FT	9	119	Antiepiléptico
9304	HENOXIL	1	47	Anticoagulante
9304	HENOXIL	2	290	Antitrombótico
9305	CITALOPRAM	9	130	Antidepresivo
9306	ANFIBOL	9	1197	Agonista cardioselectivo recept. B1 adrenérg.
9307	NORVETAL CC	9	103	Anticonceptivo
9308	SAVLES	9	19	Emoliente
9309	FORMULA II	9	31	Digestivo
9310	CAPIMAX LINEA CAPILAR ANTICAIDA	9	1200	Tratamiento para caída capilar
9311	TARIPEL GEL	1	98	Antiacneico
9311	TARIPEL GEL	2	403	Antibacteriano tópico
9312	ELTOVEN	9	1201	Tratamiento de la urgencia miccional
9313	ASPARTAME	9	189	Edulcorante
9314	ENDULZA	9	189	Edulcorante
9315	ENDULZANTE LIQUIDO	9	189	Edulcorante
9316	SUCRALOSA	9	189	Edulcorante
9318	CARIAX GINGIVAL ENJUAGUE BUCAL	9	1203	Tratamiento y prevención de la gingivitis
9319	CARIAX PASTA DENTIFRICA	9	1203	Tratamiento y prevención de la gingivitis
9320	ORTHOKIN ENJUAGUE BUCAL	9	1205	Higiene bucal p/portadores aparatos ortodonc.
9321	ACTISER-T PUMP	9	287	Androgenoterapia
9322	AVENE CLEANANCE K	1	1073	Seborregulador
9322	AVENE CLEANANCE K	2	1141	Calmante
9322	AVENE CLEANANCE K	3	711	Antiirritante
9323	DIOLASA	9	1207	Tratamiento intolerancia a la lactosa
9324	HORMOGEL PUMP	9	305	Estrogenoterapia
9325	HORMORAL-200	9	1206	Progestoterapia
9326	KETO-DIASTIX	1	1208	Control de glucosa
9326	KETO-DIASTIX	2	1209	Control de cetonas en orina
9327	PLUSEFEC	9	709	Tratamiento de la disfunción eréctil
9328	FIBROX XR	9	114	Relajante muscular
9329	ISDIN ACNIBEN RX BALSAMO REPARAD. LABIAL	9	642	Protector labial
9330	ISDIN NUTRATOPIC RX CUIDADO DERMAT.CREMA	9	1211	Cuidado dermatológico de la piel atópica
9331	MICODUAL SHAMPOO	9	243	Anticaspa
9332	REVI-ATLAS	9	1212	Hidro-humectación potenciada, efecto anti-age
9335	NEUTROGENA HUMECTACION ULTRALIVIANA	9	695	Dermatocosmético
9336	CLAVINEX XR	9	1215	Antibioterapia asociada
9337	NATICARE	9	493	Suplemento alimenticio
9338	EMOLAN LAPIZ DESCONGESTIVO LOCAL	9	1216	Calma, controla y acelera la desap. comedones
9339	ORIGINAL SWEET SUCRALOSA	9	980	Endulzante
9340	AMULSIN	9	525	Antipsicótico
9341	DERMATEN	9	267	Corticosteroide tópico
9344	MALARONE	9	482	Antipalúdico
9346	WELLBUTRIN XL	9	130	Antidepresivo
9347	BIOTONUS	9	295	Antioxidante
9348	PROGRAF XL	9	109	Inmunomodulador
9349	LOSARTAN	9	76	Antihipertensivo
9352	EUVIRAX	9	93	Antiviral
9353	INFEX SACHET	9	26	Antibacteriano
9354	DHA MATHERN	9	1135	Alimento
9356	ALLEGRA SUSPENSION	1	499	Antihistamínico no sedante
9357	FASLODEX	9	1217	Antagonista antiestrogénico
9358	SEROQUEL XR	9	717	Antipsicótico atípico
9359	VANNAIR	1	143	Antiasmático
9359	VANNAIR	2	144	Broncodilatador
9365	DICARTEL	9	76	Antihipertensivo
9383	VERALPRES	9	76	Antihipertensivo
9384	VERALPRES D	9	76	Antihipertensivo
9388	GALVUS MET FCT	9	155	Hipoglucemiante
9389	RASILEZ D	9	76	Antihipertensivo
9390	VOLTAREN FCT	1	213	Antiinflamatorio no esteroide
9390	VOLTAREN FCT	2	118	Analgésico
9392	AMARYL M	9	155	Hipoglucemiante
9393	ISDIN NUTRATOPIC GEL LIMPIADOR EMOLIENTE	9	415	Protector dérmico
9394	ISDIN NUTRATOPIC LOCION EMOLIENTE	9	415	Protector dérmico
9395	DRAINEUR	9	1135	Alimento
9396	MIGRASTICK	9	1220	Alivio natural al dolor de cabeza
9398	PHYTOBRONZ	9	678	Bronceador
9399	DARMAS	9	694	Inhibidor de la resorción ósea
9400	GLIDANIL-G	9	502	Antidiabético oral
9401	VACPER	1	93	Antiviral
9401	VACPER	2	97	Antiherpético
9402	FERRORAL FOL	9	1140	Antianémico polivalente
9403	ILINOL	1	482	Antipalúdico
9403	ILINOL	2	113	Antirreumático
9404	CARISTOP 5000	9	1225	Pasta dental preventiva de caries
9405	DOLORUB GEL DERMICO	1	118	Analgésico
9405	DOLORUB GEL DERMICO	2	112	Antiinflamatorio
9406	SINTOSIN JARABE	1	179	Antitusivo
9406	SINTOSIN JARABE	2	145	Expectorante
9406	SINTOSIN JARABE	3	235	Mucolítico
9407	TAPSININSTAFLU COMPUESTO PLUS	9	174	Antigripal
9408	TALCO ALOE-PROPOLEO	1	447	Desodorante
9408	TALCO ALOE-PROPOLEO	2	547	Hidratante
9409	EXFOLIANTE NATURAL AFRECHO-PROPOLEO-MIEL	9	695	Dermatocosmético
9410	JABON CREMA UREA-PROPOLEO	9	695	Dermatocosmético
9411	ZILFIC FLASH	9	709	Tratamiento de la disfunción eréctil
9412	CARDURA XL	1	76	Antihipertensivo
9412	CARDURA XL	2	503	Bloqueante alfaadrenérgico
9413	CELSENTRI	9	606	Antirretroviral
9414	BRONCATOX	9	179	Antitusivo
9415	OMNIC OCAS	9	1103	Tratamiento de la HPB
9416	ROXEPAR LC	1	130	Antidepresivo
9416	ROXEPAR LC	2	902	Inhib. selec. de la recaptación de serotonina
9417	ABIOLEX DUO	1	91	Antibiótico
9417	ABIOLEX DUO	2	261	Bactericida de amplio espectro
9417	ABIOLEX DUO	3	248	Antimicrobiano
9418	DALCIPRAN	1	130	Antidepresivo
9418	DALCIPRAN	2	1123	Inhib. recaptación noradrenalina y serotonina
9420	GELICOL	9	95	Antiséptico
9421	INMUCEL	9	700	Suplemento dietario
9422	MELIC B.D.	9	213	Antiinflamatorio no esteroide
9423	SELERUP MASTICABLE	9	709	Tratamiento de la disfunción eréctil
9426	PREMAT	9	69	Antianémico
9427	DIENCIL	9	1222	Coadyuvante de la inflamación gingival
9428	FLUORENCIL	9	1223	Profilaxis de la caries dental
9431	GENUTEN	1	81	Citostático
9431	GENUTEN	2	1224	Antitumoral
9433	MICOTOPIC	9	376	Antimicótico tópico
9435	EDUBEL	9	1226	Humectante vaginal
9436	GYNORELLE 20	1	491	Anticonceptivo oral
9436	GYNORELLE 20	2	236	Antiandrogénico
9437	VARTALAN AM	9	76	Antihipertensivo
9438	GLIDANIL XR	9	502	Antidiabético oral
9439	PRIMORIX	9	142	Antialérgico
9440	TENSIVEL-D	1	76	Antihipertensivo
9440	TENSIVEL-D	2	77	Diurético
9441	ADELL	9	559	Tratamiento de la obesidad
9443	ACTIPROTECT	9	1229	Mascarilla respiratoria
9444	ALTARGO	9	91	Antibiótico
9445	ARILEX FT	1	525	Antipsicótico
9445	ARILEX FT	2	125	Neuroléptico
9446	BAXEMIN	9	616	Antibiótico cefalosporínico
9448	NITEXOL	9	1124	Antidepresivo dual
9449	TOGRAN	9	1230	Bloqueador selectivo de la secreción ácida
9450	BAGOMIGRAL	9	122	Antimigrañoso
9451	BANEDIF ZN	9	91	Antibiótico
9452	GLICENEX SR	9	419	Hipoglucemiante oral
9453	UREALETI	9	547	Hidratante
9454	URODIAL	1	118	Analgésico
9454	URODIAL	2	300	Antiespasmódico urinario
9455	ENERDAY 6 HORAS	9	487	Energizante
9456	SYSTANE ULTRA	9	601	Lubricante ocular
9457	GIANDA	9	491	Anticonceptivo oral
9458	SENSIDOU CREMA	9	1232	Antiestrías
9459	SENSIDOU MOUSSE	9	547	Hidratante
9460	ANDEAN'S OLIV-INTENSE CREMA CORPORAL	1	1157	Nutritiva
9460	ANDEAN'S OLIV-INTENSE CREMA CORPORAL	2	547	Hidratante
9461	ANDEAN'S OLIV-INTENSE CONTORNO OJOS	1	1157	Nutritiva
9461	ANDEAN'S OLIV-INTENSE CONTORNO OJOS	2	547	Hidratante
9462	ANDEAN'S OLIV-INTENSE JABON LIQUIDO	1	460	Nutriente
9462	ANDEAN'S OLIV-INTENSE JABON LIQUIDO	2	547	Hidratante
9463	ANDEAN'S WINE-AGE CONTORNO OJOS	9	295	Antioxidante
9464	ANDEAN'S WINE-AGE CREMA CORPORAL	9	295	Antioxidante
9465	ESTRI-ATLAS	9	1233	Preventivo y reductor de estrías y cicatrices
9466	CEREVAX	9	616	Antibiótico cefalosporínico
9467	PRISTIQ	9	1234	Inhib. recaptación serotonina y norepinefrina
9468	GLAFORNIL XR 1000	9	419	Hipoglucemiante oral
9469	VOLTAREN FCT RETARD	1	213	Antiinflamatorio no esteroide
9469	VOLTAREN FCT RETARD	2	118	Analgésico
9470	VOLTAREN SR	1	213	Antiinflamatorio no esteroide
9470	VOLTAREN SR	2	118	Analgésico
9471	PLESSIR	9	363	Inductor del sueño
9472	SEROPHENE	9	485	Inductor de la ovulación
9473	ZATIUM	9	502	Antidiabético oral
9474	AGREPLAT	9	167	Antiagregante plaquetario
9475	CLOTRIMAZOL + BETAMETASONA	9	376	Antimicótico tópico
9476	GENTISAL	9	242	Antibiótico oftálmico
9477	KLINER	9	601	Lubricante ocular
9478	NOTRIX	9	537	Antibacteriano oftálmico
9479	OCULIX	9	268	Antiglaucomatoso
9480	ORADIET	9	559	Tratamiento de la obesidad
9481	SANIPRESIN FORTE	1	76	Antihipertensivo
9481	SANIPRESIN FORTE	2	674	Bloqueador de la angiotensina II
9482	SANIPRESIN-D FORTE	1	76	Antihipertensivo
9482	SANIPRESIN-D FORTE	2	674	Bloqueador de la angiotensina II
9483	GINKOMAX	9	1235	Trat. de la insuficiencia vascular cerebral
9484	INTELENCE	9	1237	Antirretroviral para uso sistémico
9485	YONDELIS	9	247	Antineoplásico
9487	LUCENTIS	9	1238	Degeneración macular
9488	DURATOCIN	9	264	Uterotónico
9490	PLURIAMIN	1	10	Antiemético
9490	PLURIAMIN	2	554	Antagonista H1
9492	OLMETEC	1	76	Antihipertensivo
9492	OLMETEC	2	198	Vasodilatador periférico
9493	OLMETEC PLUS	1	76	Antihipertensivo
9493	OLMETEC PLUS	2	198	Vasodilatador periférico
9493	OLMETEC PLUS	3	77	Diurético
9497	VIASPAN	9	1273	Solución para transporte de órganos
9498	CORVASOL	9	167	Antiagregante plaquetario
9499	HEMOVAL	9	1180	Suplemento de hierro
9500	PERTIUM	1	76	Antihipertensivo
9500	PERTIUM	9	160	Bloqueador adrenérgico
9501	SOMNO XR	9	580	Hipnótico benzodiazepínico
9502	SENSEI	9	186	Pediculicida
9503	ACTOS MET 15/500	9	155	Hipoglucemiante
9504	ACTOS MET 15/850	9	155	Hipoglucemiante
9508	REDOXON DOBLE ACCION	9	652	Suplemento alimentario
9509	MIRANOVA	9	103	Anticonceptivo
9517	SAGRAS	9	1113	Tratamiento de la obesidad y el sobrepeso
9519	HASSAPIRIN FORTE	1	118	Analgésico
9519	HASSAPIRIN FORTE	2	121	Antipirético
9519	HASSAPIRIN FORTE	3	112	Antiinflamatorio
9574	CARDIOPLUS AM	9	76	Antihipertensivo
9575	SUGAFOR NATURE	9	1043	Edulcorante no nutritivo
9576	SUGAFOR NATURE POLVO	9	1043	Edulcorante no nutritivo
9577	ANDEAN'S MURT-ACTIV CREMA CONTORNO OJOS	9	695	Dermatocosmético
9578	ANDEAN'S MURT-ACTIV CREMA NOCHE	9	1244	Antiarrugas
9579	ANDEAN'S MURT-ACTIV CREMA REAF. ANTICEL.	9	695	Dermatocosmético
9580	ANDEAN'S MURT-ACTIV JABON BARRA	9	695	Dermatocosmético
9581	ANDEAN'S OLIV-INTENSE CREMA DIA	1	547	Hidratante
9581	ANDEAN'S OLIV-INTENSE CREMA DIA	9	460	Nutriente
9582	ANDEAN'S OLIV-INTENSE CREMA MANOS	9	547	Hidratante
9583	ANDEAN'S OLIV-INTENSE CREMA NOCHE	9	1121	Hidro-humectación p/pieles secas y ultrasecas
9584	ANDEAN'S OLIV-INTENSE JABON BARRA	1	438	Limpiador
9584	ANDEAN'S OLIV-INTENSE JABON BARRA	2	547	Hidratante
9584	ANDEAN'S OLIV-INTENSE JABON BARRA	9	460	Nutriente
9585	ANDEAN'S WINE-AGE CREMA DIA	1	1244	Antiarrugas
9585	ANDEAN'S WINE-AGE CREMA DIA	9	547	Hidratante
9587	ANDEAN'S WINE-AGE CREMA NOCHE	9	547	Hidratante
9588	ANDEAN'S WINE-AGE GEL DE DUCHA	1	941	Higiene de la piel
9588	ANDEAN'S WINE-AGE GEL DE DUCHA	2	1244	Antiarrugas
9588	ANDEAN'S WINE-AGE GEL DE DUCHA	3	547	Hidratante
9589	ANDEAN'S WINE-AGE JABON BARRA	9	695	Dermatocosmético
9590	ANDEAN'S MURT-ACTIV CREMA DIA	9	1244	Antiarrugas
9591	CELU-ATLAS	1	170	Anticelulítico
9591	CELU-ATLAS	2	547	Hidratante
9592	ISDIN NUTRAISDIN LOCION HIDRATANTE	9	1245	Cuidado dermatológico de la piel del bebe
9594	ISDIN GERMISDIN HIGIENE CORPORAL P.SECA	1	832	Sustituto del jabón
9594	ISDIN GERMISDIN HIGIENE CORPORAL P.SECA	2	547	Hidratante
9594	ISDIN GERMISDIN HIGIENE CORPORAL P.SECA	3	178	Antipruriginoso
9595	LANZOPRAL HELI-PACK	9	1118	Triterapia para la erradicación del H. pylori
9598	NEXIPRAM	9	130	Antidepresivo
9600	OLEANZ 5	9	525	Antipsicótico
9601	OLEANZ 10	9	525	Antipsicótico
9602	QUTIPIN 25	9	525	Antipsicótico
9603	QUTIPIN 100	9	525	Antipsicótico
9605	HEDILAR FORTE	1	145	Expectorante
9605	HEDILAR FORTE	2	459	Espasmolítico
9606	ADOLEX	9	193	Antiséptico bucofaríngeo
9607	AFTAGEL BUCAL	9	1247	Calmante de aftas
9608	BACITRACINA NEOMICINA	9	309	Antibiótico tópico
9609	BEBEGESIC SOLUCION TOPICA 2%	9	166	Anestésico local
9610	CEFADOL COMPRIMIDOS RECUBIERTOS	9	288	Antijaquecoso
9611	COLICOR COMPRIMIDOS	9	5	Antiespasmódico
9612	DENTILIM SOLUCION PARA COLUTORIO 0,1%	9	193	Antiséptico bucofaríngeo
9613	DERMALIV CREMA TOPICA	1	95	Antiséptico
9613	DERMALIV CREMA TOPICA	2	393	Analgésico tópico
9613	DERMALIV CREMA TOPICA	3	328	Anestésico
9614	DEUCODOL COMPRIMIDOS RECUBIERTOS	1	112	Antiinflamatorio
9614	DEUCODOL COMPRIMIDOS RECUBIERTOS	9	121	Antipirético
9615	ENER B 10.000 SOLUCION INYECTABLE	1	246	Antineurítico
9615	ENER B 10.000 SOLUCION INYECTABLE	2	308	Antineurálgico
9616	FULLGRIP DIA Y NOCHE	9	1248	Antigripal secuencial
9617	FULLGRIP COMPRIMIDOS RECUBIERTOS	9	1249	Tratamiento del resfrío común
9619	KETOCONAZOL SHAMPOO 2%	9	376	Antimicótico tópico
9620	LUVIS LAGRIMAS ARTIFICIALES	9	601	Lubricante ocular
9621	NOLAIS SHAMPOO 1%	9	186	Pediculicida
9622	PHARMALATUM SOLUCION PARA INHALACION	9	182	Descongestivo nasal
9623	PLU-TOS JARABE	1	179	Antitusivo
9623	PLU-TOS JARABE	2	145	Expectorante
9624	SALVACOLL COMPRIMIDOS 2MG	9	25	Antidiarreico
9625	SENTUAL PERIODO	9	1338	Tratamiento del síndrome premenstrual
9626	TRUASINOL	1	118	Analgésico
9626	TRUASINOL	2	112	Antiinflamatorio
9642	IBADROX	9	653	Tratamiento de la osteoporosis
9645	ONGLYZA	9	419	Hipoglucemiante oral
9646	CABERTRIX	1	1256	Agonista de la dopamina
9646	CABERTRIX	2	1257	Antihiperprolactinémico
9647	PREBICTAL	9	119	Antiepiléptico
9648	REVLIMID	9	109	Inmunomodulador
9649	USENTA	9	1059	Antihipertensivo pulmonar
9651	IBU KITADOL	1	118	Analgésico
9651	IBU KITADOL	2	121	Antipirético
9651	IBU KITADOL	3	112	Antiinflamatorio
9652	IMIX	9	91	Antibiótico
9653	TERBINAFINA	9	92	Antimicótico
9654	ZOPINON	9	126	Hipnótico
9655	PREVENAR 13	9	534	Inmunización antineumocócica
9660	ACTEMRA	1	1258	Agente inmunosupresor
9660	ACTEMRA	2	1259	Inhibidor de interleucina
9661	BONVIVA	9	1255	Tratamiento de la osteoporosis posmenopásica
9662	DIAPRESAN LP	9	130	Antidepresivo
9669	PECTOX	1	235	Mucolítico
9669	PECTOX	2	227	Broncoespasmolítico
9669	PECTOX	3	179	Antitusivo
9686	REDERMIC	9	695	Dermatocosmético
9692	DIABETYL XR 500	9	419	Hipoglucemiante oral
9693	FLORALITE	9	906	Rehidratante oral
9694	ANACIN MAX	9	118	Analgésico
9694	ANACIN MAX	9	174	Antigripal
9701	CARDIOASPIRINA EC	9	167	Antiagregante plaquetario
9702	TINELLE	9	1263	Anticonceptivo hormonal sistémico
9703	PERCUTAFEINE	1	170	Anticelulítico
9703	PERCUTAFEINE	2	1265	Reductor
9704	CLOZAPINA	9	525	Antipsicótico
9705	COUVRANCE BASE COMPACTA	9	695	Dermatocosmético
